ID,Season,Display Season,Team,Franchise,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,LO,SF,SH,GO,GIDP,GITP,SB,CS,1RHR,2RHR,3RHR,4RHR,H,PA,AB,TB,G_list,G,R,RBI,Total Diff,Total Plays,RE24,WPA,WAR,0 Diffs,500 Diffs,Last Team,Last Session,nH,nTB,nBB,nFO,nSH,nPA,nAB,SF value,nSF,lgnH,lgnBB,lgnPA,lgnAB,lgnTB,lgnOBP,lgnSLG,BA,OBP,SLG,OPS,ISO,BABIP,SB%,HR%,K%,BB%,GB%,FB%,GB/FB,nOBP,nSLG,Avg Diff,Name,Batting Type,Pitching Type,Handedness,Position,OPS+
492,12.0,S12,SAL,SAL,0,0,0,5,3,1,1,3,0,3,3,4,0,0,0,7,1,0,0,1,0,0,0,0,5,22,19,5,"{12065, 12038, 12070, 12008, 12014, 12047, 12019, 12023, 12058}",9,1,0,6353.0,22,-1.7493886879797156,-0.16369999999999996,-0.08943013877626668,0,0,SAL,14,5,5,3,1,0,22,18.945681694731125,0.054318305268875614,0.054318305268875614,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.2631578947368421,0.36363636363636365,0.2631578947368421,0.6267942583732058,0.0,0.3125,0.0,0.0,0.13636363636363635,0.13636363636363635,0.6363636363636364,0.09090909090909091,7.0,0.36363636363636365,0.26391238280914014,288.77272727272725,Wallace Grommet,BC,EG-S,Right,2B,57.18483874314417
517,12.0,S12,DDD,DDD,0,0,3,6,0,0,5,1,0,5,8,2,0,0,1,10,3,0,0,0,0,0,0,0,9,31,30,12,"{12066, 12036, 12009, 12012, 12045, 12016, 12051, 12022, 12056, 12028, 12063}",11,0,4,7706.0,31,-4.047164736667554,-0.22960000000000003,-0.2894655766809793,0,0,DDD,14,9,13,0,5,1,31,29.728408473655623,0.054318305268875614,0.27159152634437805,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.3,0.3,0.4,0.7,0.10000000000000003,0.3103448275862069,,0.0,0.03225806451612903,0.0,0.5,0.25,2.0,0.3,0.43729216152019,248.58064516129033,Ryan Tyburn,1B,NH-H,Right,P,70.39442997970183
606,12.0,S12,SCR,SCR,0,1,0,4,4,0,2,3,0,3,5,7,0,0,0,12,0,0,0,0,0,0,0,0,5,29,25,7,"{12064, 12035, 12005, 12008, 12011, 12044, 12017, 12056, 12054, 12024}",10,2,6,8597.0,29,-0.9169304824733866,-0.060099999999999994,0.016122306997419678,0,0,SCR,13,5,7,4,2,0,29,24.89136338946225,0.054318305268875614,0.10863661053775123,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.2,0.3103448275862069,0.28,0.5903448275862069,0.08000000000000002,0.22727272727272727,,0.0,0.10344827586206896,0.13793103448275862,0.7058823529411765,0.11764705882352941,6.000000000000001,0.3103448275862069,0.28122204037097653,296.44827586206895,Homer Nocker,1B,EG-S,Right,C,44.531492364548455
638,12.0,S12,KEG,KEG,0,0,1,1,2,0,7,5,0,3,4,1,0,0,0,5,0,0,1,0,0,0,0,0,2,24,22,3,"{12002, 12034, 12067, 12007, 12013, 12016, 12052, 12026, 12058}",9,1,1,7422.0,25,-3.93259702681881,-0.36719999999999997,-0.30031543091915835,0,0,KEG,14,2,2,2,7,0,24,21.619771863117872,0.054318305268875614,0.3802281368821293,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.09090909090909091,0.16666666666666666,0.13636363636363635,0.303030303030303,0.04545454545454544,0.11764705882352941,1.0,0.0,0.20833333333333334,0.08333333333333333,0.3333333333333333,0.4666666666666667,0.7142857142857142,0.16666666666666666,0.09250791417516707,296.88,Sablo Panchez,SM,,Right,SS,-33.23319198650001
647,12.0,S12,SEF,SEF,0,0,0,0,2,0,6,1,0,1,1,3,0,2,0,4,0,0,0,1,0,0,0,0,0,14,10,0,"{12065, 12009, 12015, 12020, 12030}",5,0,2,4607.0,15,-4.226594896137226,-0.34340000000000004,-0.366892926556089,0,0,SEF,13,0,0,2,6,0,14,11.674090168386746,0.054318305268875614,0.3259098316132537,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.36363636363636365,0.5454545454545454,0.6666666666666667,0.14285714285714285,0.0,307.1333333333333,Walter Yeller Weller,SM,NH-S,Left,CF,-57.4756358450202
651,12.0,S12,SEF,SEF,0,0,0,1,1,0,3,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,14,13,1,"{12032, 12038, 12044, 12049, 12030}",5,0,0,4181.0,15,-2.2801368420759562,-0.3,-0.17224712114996202,0,0,SEF,10,2,2,0,3,0,14,13.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.07692307692307693,0.14285714285714285,0.07692307692307693,0.21978021978021978,0.0,0.16666666666666666,1.0,0.0,0.5,0.07142857142857142,0.2,0.6,0.33333333333333337,0.14285714285714285,0.144539530501688,278.73333333333335,Rusty Nails,TT,WC-B,Left,CF,-30.671628094343582
776,12.0,S12,DDD,DDD,0,0,2,1,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,7,6,5,"{12066, 12028, 12063}",3,2,2,1493.0,7,1.8159703879790277,0.2248,0.20762143489146512,0,0,DDD,14,3,5,1,0,0,7,6.0,0.054318305268875614,0.0,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.5,0.5714285714285714,0.8333333333333334,1.4047619047619047,0.33333333333333337,0.6,,0.0,0.14285714285714285,0.14285714285714285,1.0,0.0,inf,0.5714285714285714,0.8333333333333334,213.28571428571428,Sierra Hightower,HK,TD-S,Right,LF,224.63423315457794
786,12.0,S12,KEG,KEG,1,2,2,2,3,0,2,6,0,3,1,2,0,0,0,3,0,1,0,0,1,0,0,0,7,24,21,16,"{12067, 12036, 12007, 12042, 12013, 12052, 12024, 12026, 12058, 12061}",10,6,4,5641.0,24,1.4701026614387462,0.3169000000000001,0.23623676703608837,1,0,KEG,14,7,15,1,4,0,24,22.7827267789245,0.054318305268875614,0.21727322107550245,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.3333333333333333,0.4166666666666667,0.7619047619047619,1.1785714285714286,0.42857142857142855,0.42857142857142855,,0.041666666666666664,0.25,0.125,0.375,0.25,1.5,0.3333333333333333,0.6583935340819683,235.04166666666666,Mason Troy Adams,S,FP-H,Left,P,121.31873369956682
1709,12.0,S12,SEF,SEF,0,1,2,2,7,0,2,3,0,2,2,0,0,0,0,2,1,0,4,0,0,0,0,0,5,21,14,9,"{12066, 12005, 12009, 12049, 12020, 12059, 12030}",7,3,0,4799.0,25,-0.07797382188612154,-0.0038000000000000013,0.08514688957411051,0,0,SEF,14,5,10,7,2,0,21,13.89136338946225,0.054318305268875614,0.10863661053775123,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.35714285714285715,0.5714285714285714,0.6428571428571429,1.2142857142857144,0.28571428571428575,0.45454545454545453,1.0,0.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.7198717447407523,191.96,Sean Carrcrash,WC,BS-S,Right,LF,203.59344736065904
1724,12.0,S12,MMN,MMN,0,1,0,1,3,1,3,1,0,1,3,2,0,0,0,5,1,0,0,0,0,0,0,0,2,15,12,4,"{12032, 12006, 12043, 12046, 12015, 12017}",6,1,0,3941.0,14,-1.2363811053952611,-0.20359999999999998,-0.0678715474818925,0,0,MMN,10,3,5,2,3,0,15,12.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.18181818181818182,,0.0,0.06666666666666667,0.2,0.5555555555555556,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.3894977362163077,281.5,Hannibal Bligh,BN,EG-H,Right,PH,71.45358590851755
1725,12.0,S12,SCR,SCR,1,1,1,5,1,0,3,6,0,5,2,1,0,0,0,3,2,0,0,0,1,0,0,0,8,26,25,14,"{12035, 12008, 12040, 12011, 12048, 12017, 12056, 12024, 12029}",9,4,3,6047.0,26,-0.7551510041184686,0.011100000000000077,0.021146942221384708,0,0,SCR,12,8,15,1,3,0,26,24.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.32,0.34615384615384615,0.56,0.9061538461538462,0.24000000000000005,0.3888888888888889,,0.038461538461538464,0.23076923076923078,0.038461538461538464,0.2727272727272727,0.2727272727272727,1.0,0.34615384615384615,0.6039365773646801,232.57692307692307,Trevor Rosé,SF,TT-H,Right,SS,115.0362997292257
1733,12.0,S12,DDD,DDD,2,0,1,3,3,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,6,15,12,13,"{12033, 12066, 12045, 12046, 12028, 12063}",6,4,4,2567.0,15,4.212094130913697,0.29219999999999996,0.47697597614900333,0,0,DDD,14,6,13,3,3,0,15,11.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.5,0.6,1.0833333333333333,1.6833333333333331,0.5833333333333333,0.4444444444444444,,0.13333333333333333,0.06666666666666667,0.2,0.2,0.6,0.33333333333333337,0.6,1.0982470631424375,171.13333333333333,Bonesy McSkellington,BP,NT-S,Left,CF,282.26580262294095
1734,12.0,S12,MMN,MMN,2,0,1,0,1,0,2,5,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,3,13,12,10,"{12068, 12037, 12006, 12015, 12023, 12057}",6,3,2,2470.0,13,-0.25742028262915717,-0.06930000000000003,0.02258899305370008,0,0,MMN,14,3,10,1,3,0,13,11.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.25,0.3076923076923077,0.8333333333333334,1.141025641025641,0.5833333333333334,0.2,,0.15384615384615385,0.38461538461538464,0.07692307692307693,0.25,0.5,0.5,0.3076923076923077,0.8448054331864904,190.0,Streetlamp LeMoose,EN,TD-S,Left,2B,148.25514831228404
1776,12.0,S12,SAL,SAL,2,0,2,4,1,0,3,1,0,2,4,1,0,0,0,5,3,0,1,0,2,0,0,0,8,20,19,16,"{12065, 12004, 12038, 12070, 12014, 12047, 12019, 12054, 12023, 12058, 12028}",11,4,5,5051.0,21,1.057302959102914,0.10410000000000001,0.18380348419097844,0,0,SAL,14,8,14,0,4,0,20,19.7827267789245,0.054318305268875614,0.21727322107550245,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.42105263157894735,0.45,0.8421052631578947,1.2921052631578946,0.42105263157894735,0.375,1.0,0.1,0.05,0.05,0.5,0.3,1.6666666666666667,0.4,0.7076880834706205,240.52380952380952,Nicholas Fouss,SM,BS-H,Left,C,150.30482188779172
1799,12.0,S12,SEF,SEF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,{12059},1,0,0,81.0,1,0.306599713055954,0.0068000000000000005,0.03437774217610431,0,0,SEF,12,1,1,0,0,0,1,1.0,0.054318305268875614,0.0,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,1.0,1.0,1.0,2.0,0.0,1.0,,0.0,0.0,0.0,,,,1.0,1.0,81.0,Alt Site,BN,EG-B,Left,RF,383.1146809264491
1813,12.0,S12,MMN,MMN,1,0,1,1,4,0,2,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,17,13,7,"{12032, 12064, 12003, 12068, 12037, 12046, 12023}",7,3,5,4076.0,17,3.77324717998069,0.18950000000000006,0.44052682279672045,1,0,MMN,14,3,7,4,2,0,17,12.89136338946225,0.054318305268875614,0.10863661053775123,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.23076923076923078,0.4117647058823529,0.5384615384615384,0.9502262443438914,0.30769230769230765,0.25,,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.16666666666666666,0.3333333333333333,0.5,0.4117647058823529,0.5429991994269582,239.76470588235293,Freddie Eggman Huff,WC,EG-H,Right,C,123.26624122217625
1838,12.0,S12,SCR,SCR,0,0,2,1,4,0,4,5,0,1,1,2,1,0,0,3,0,0,0,0,0,0,0,0,3,21,17,5,"{12064, 12035, 12005, 12008, 12044, 12017, 12056}",7,3,3,5368.0,21,2.296299627948911,0.08350000000000003,0.30770315107557816,0,0,SCR,13,3,5,4,4,0,21,16.7827267789245,0.054318305268875614,0.21727322107550245,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.17647058823529413,0.3333333333333333,0.29411764705882354,0.6274509803921569,0.11764705882352941,0.25,,0.0,0.23809523809523808,0.19047619047619047,0.375,0.5,0.75,0.3333333333333333,0.2979253649221607,255.61904761904762,Brian Taylor,WC,TD-S,Left,3B,54.472027013198684
1844,12.0,S12,SCR,SCR,2,0,1,4,4,0,6,10,0,1,4,2,0,0,0,6,0,0,0,0,1,1,0,0,7,34,30,14,"{12035, 12067, 12008, 12040, 12044, 12048, 12017, 12056, 12054, 12024, 12029}",11,5,4,7843.0,34,-4.041024526052,-0.48289999999999994,-0.2776982430078972,0,0,SCR,14,6,13,4,6,0,34,29.674090168386748,0.054318305268875614,0.3259098316132537,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.23333333333333334,0.3235294117647059,0.4666666666666667,0.7901960784313726,0.23333333333333334,0.2777777777777778,,0.058823529411764705,0.29411764705882354,0.11764705882352941,0.46153846153846156,0.46153846153846156,1.0,0.29411764705882354,0.43809262310086033,230.6764705882353,Ioe Torrent,HK,WC-B,Left,LF,68.79186765269083
2256,12.0,S12,KEG,KEG,1,1,2,6,4,0,7,4,0,2,3,2,0,0,0,5,1,0,2,1,1,0,0,0,10,32,28,17,"{12002, 12067, 12036, 12007, 12042, 12013, 12052, 12024, 12026, 12058, 12061}",11,5,4,7739.0,35,1.538063391810872,0.19669999999999999,0.283928319648899,0,0,KEG,14,8,14,6,7,0,32,25.619771863117872,0.054318305268875614,0.3802281368821293,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.35714285714285715,0.4375,0.6071428571428571,1.0446428571428572,0.24999999999999994,0.391304347826087,0.6666666666666666,0.03125,0.125,0.125,0.35714285714285715,0.5,0.7142857142857143,0.4375,0.5464529533986345,221.11428571428573,Doc Otis,WC,SF-B,Left,PH,131.56735875990856
2275,12.0,S12,SAL,SAL,1,1,2,3,0,0,2,0,0,4,2,4,0,0,0,6,2,0,0,0,1,0,0,0,7,19,19,14,"{12065, 12004, 12038, 12070, 12008, 12014, 12019, 12054, 12023, 12058, 12031}",11,4,2,4953.0,19,-1.5165366835584075,-0.17289999999999997,-0.08101602181617155,0,0,SAL,14,7,14,0,2,0,19,18.89136338946225,0.054318305268875614,0.10863661053775123,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.3684210526315789,0.3684210526315789,0.7368421052631579,1.1052631578947367,0.3684210526315789,0.3333333333333333,,0.05263157894736842,0.0,0.0,0.5,0.16666666666666666,3.0,0.3684210526315789,0.7410793869863999,260.6842105263158,Franz Lisztpitcher,BC,EG-S,Left,P,147.09692057665472
2329,12.0,S12,SDV,SDV,0,0,1,2,0,0,5,11,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,3,22,22,4,"{12002, 12069, 12039, 12041, 12010, 12014, 12022, 12057, 12027, 12063}",10,2,2,6106.0,22,-6.252769015726018,-0.8301,-0.5434859424214058,0,0,SDV,14,3,4,0,5,0,22,21.728408473655623,0.054318305268875614,0.27159152634437805,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.3181818181818182,0.04545454545454547,0.2727272727272727,,0.0,0.5,0.0,0.375,0.625,0.6,0.13636363636363635,0.18409079546022697,277.54545454545456,Tencer Sporkelson,BC,BS-H,Left,P,-25.270003744278767
2474,12.0,S12,SEF,SEF,0,0,2,2,3,0,13,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,24,21,6,"{12032, 12066, 12005, 12009, 12044, 12049, 12020, 12052, 12059}",9,3,2,5508.0,24,-0.25739774643475,-0.21030000000000004,0.06348672624873876,0,0,SEF,14,4,5,3,12,0,24,20.348180336773492,0.054318305268875614,0.6518196632265074,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.19047619047619047,0.2916666666666667,0.2857142857142857,0.5773809523809523,0.09523809523809523,0.2,,0.0,0.041666666666666664,0.125,0.1875,0.8125,0.23076923076923078,0.2916666666666667,0.24572221777315076,229.5,Six,SM,BS-H,Right,PH,32.38832016554929
2487,12.0,S12,DDD,DDD,2,0,0,7,5,0,5,3,0,2,3,4,0,0,0,7,2,0,1,0,1,1,0,0,9,31,26,15,"{12001, 12033, 12066, 12036, 12009, 12012, 12046, 12016, 12051, 12022, 12056}",11,6,4,7307.0,32,2.7080411945704186,0.2396999999999999,0.38977278731332693,0,0,DDD,14,8,14,5,6,0,31,25.674090168386748,0.054318305268875614,0.3259098316132537,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.34615384615384615,0.45161290322580644,0.5769230769230769,1.0285359801488834,0.23076923076923073,0.3333333333333333,1.0,0.06451612903225806,0.0967741935483871,0.16129032258064516,0.5,0.35714285714285715,1.4,0.41935483870967744,0.5452968307028307,228.34375,Stu PunDous,BC,TD-S,Right,RF,125.9516824657592
2501,12.0,S12,DDD,DDD,0,1,2,1,1,0,3,8,0,2,1,4,0,0,0,5,2,0,0,0,0,0,0,0,4,23,22,8,"{12001, 12066, 12036, 12009, 12012, 12046, 12022, 12056, 12028}",9,2,0,5901.0,23,-4.767866873868838,-0.6552,-0.39127795736517895,0,0,DDD,14,4,8,1,3,0,23,21.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.18181818181818182,0.21739130434782608,0.36363636363636365,0.5810276679841897,0.18181818181818182,0.2857142857142857,,0.0,0.34782608695652173,0.043478260869565216,0.5,0.3,1.6666666666666667,0.21739130434782608,0.36634993283916223,256.5652173913044,Hakuna Moncada,HK,EG-S,Left,3B,32.648434177074435
2504,12.0,S12,MMN,MMN,0,0,1,0,0,0,3,5,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,15,15,2,"{12003, 12068, 12037, 12006, 12017, 12026}",6,1,0,4375.0,15,-2.784506899139278,-0.4384,-0.22268412685629418,0,0,MMN,14,1,3,0,3,0,15,14.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.1,,0.0,0.3333333333333333,0.0,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.06666666666666667,0.20219659527732015,291.6666666666667,Peter Hoomanawanui,BC,BS-B,Right,3B,-42.659124655148005
2509,12.0,S12,MMN,MMN,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"{12057, 12068}",2,0,1,494.0,2,-0.17721599300835994,0.016499999999999997,-0.01028605755981818,0,0,MMN,14,0,0,0,2,0,2,1.8913633894622488,0.054318305268875614,0.10863661053775123,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,247.0,Big Cheech,WC,TD-B,Right,1B,-100.0
2523,12.0,S12,SAL,SAL,1,1,0,4,2,0,3,4,0,2,2,1,0,0,0,3,2,0,0,0,1,0,0,0,6,20,18,11,"{12065, 12070, 12043, 12014, 12047, 12019, 12054, 12023, 12028, 12031}",10,2,3,4554.0,20,0.09472866797604773,-0.11960000000000004,0.08382828420778292,0,0,SAL,14,6,9,2,3,0,20,17.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.3333333333333333,0.4,0.6111111111111112,1.011111111111111,0.27777777777777785,0.38461538461538464,,0.05,0.2,0.1,0.375,0.375,1.0,0.4,0.5045678786771424,227.7,Martin Ducksworth,TT,TT-S,Left,PH,112.63737185037908
2542,12.0,S12,SAL,SAL,1,0,2,2,1,0,6,3,0,2,5,1,0,1,0,6,1,0,0,0,1,0,0,0,5,23,21,10,"{12065, 12004, 12038, 12070, 12008, 12014, 12047, 12019, 12054, 12023, 12028, 12031}",12,2,3,6042.0,23,-1.6351336557745264,0.026000000000000023,-0.0780046355557478,0,0,SAL,14,5,9,1,5,0,23,21.728408473655623,0.054318305268875614,0.27159152634437805,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.23809523809523808,0.2608695652173913,0.47619047619047616,0.7370600414078674,0.23809523809523808,0.2222222222222222,,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.42857142857142855,0.42857142857142855,1.0,0.2608695652173913,0.4142042897855107,262.69565217391306,Ovaltine,BC,TD-S,Left,RF,54.46494164212583
2544,12.0,S12,SCR,SCR,3,0,2,4,1,0,5,1,0,1,2,3,0,0,0,5,0,0,1,0,0,0,3,0,9,22,21,20,"{12064, 12035, 12005, 12011, 12044, 12048, 12056, 12024}",8,5,10,4668.0,23,8.443672318385202,0.665,0.9298759618602251,0,0,SCR,13,9,20,0,6,0,22,21.674090168386748,0.054318305268875614,0.3259098316132537,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.42857142857142855,0.45454545454545453,0.9523809523809523,1.406926406926407,0.5238095238095237,0.35294117647058826,1.0,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.45454545454545453,0.45454545454545453,1.0,0.4090909090909091,0.9227607638714851,202.95652173913044,Mark Schihne,HK,EG-H,Right,P,192.8948842883454
2584,12.0,S12,CCS,CCS,1,1,0,2,1,0,4,0,0,1,3,2,0,0,0,5,0,0,0,0,0,0,1,0,4,15,14,9,"{12004, 12037, 12069, 12051, 12021, 12029, 12031}",7,1,4,3919.0,15,1.3917924630313188,0.01999999999999995,0.1949458093607655,0,0,CCS,14,4,9,1,4,0,15,13.782726778924497,0.054318305268875614,0.21727322107550245,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.2857142857142857,0.3333333333333333,0.6428571428571429,0.9761904761904763,0.3571428571428572,0.23076923076923078,,0.06666666666666667,0.0,0.06666666666666667,0.5,0.4,1.25,0.3333333333333333,0.6529912508867345,261.26666666666665,Robbie Tightpants,BC,FP-B,Left,PH,120.31691198246426
2625,12.0,S12,CCS,CCS,1,0,1,8,2,0,4,6,0,1,3,7,0,0,0,10,2,0,0,0,1,0,0,0,10,33,31,14,"{12004, 12037, 12006, 12069, 12041, 12011, 12049, 12018, 12051, 12060, 12029, 12031}",12,3,3,8496.0,33,1.7115564809155992,0.36140000000000005,0.2938420868183539,0,0,CCS,14,10,14,2,4,0,33,30.7827267789245,0.054318305268875614,0.21727322107550245,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.3225806451612903,0.36363636363636365,0.45161290322580644,0.81524926686217,0.12903225806451613,0.375,,0.030303030303030304,0.18181818181818182,0.06060606060606061,0.6666666666666666,0.26666666666666666,2.5,0.36363636363636365,0.4548005152547158,257.45454545454544,Dutch Boggs,BC,EG-H,Left,PH,92.58392274337652
2627,12.0,S12,SCR,SCR,2,0,3,5,2,0,5,1,0,2,2,2,0,1,0,4,1,0,0,0,2,0,0,0,10,24,21,19,"{12067, 12005, 12008, 12040, 12048, 12017, 12029}",7,6,6,4991.0,24,5.2277348449257275,0.7101,0.6119999853847865,0,0,SCR,14,10,19,2,5,0,24,21.728408473655623,0.054318305268875614,0.27159152634437805,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.47619047619047616,0.5,0.9047619047619048,1.4047619047619047,0.4285714285714286,0.42105263157894735,,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.36363636363636365,0.45454545454545453,0.8,0.5,0.8744312784360782,207.95833333333334,Kenny Powers,SM,BS-S,Left,P,210.99342382713994
2637,12.0,S12,SEF,SEF,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,{12021},1,0,0,1121.0,4,-0.7295890352369278,-0.1132,-0.05808782004165714,0,0,SEF,5,0,0,0,2,0,4,3.891363389462249,0.054318305268875614,0.10863661053775123,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,280.25,Mo Cheeks,BC,1B-S,Right,P,-100.0
2642,12.0,S12,SCR,SCR,1,1,2,1,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,13,12,12,"{12024, 12040, 12011, 12067}",4,2,1,2355.0,13,-2.167643133836322,0.1151,-0.16843329206701646,0,0,SCR,14,5,11,1,2,0,13,11.89136338946225,0.054318305268875614,0.10863661053775123,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.4166666666666667,0.46153846153846156,1.0,1.4615384615384617,0.5833333333333333,0.4444444444444444,,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.4,0.0,0.46153846153846156,0.9250411109080943,181.15384615384616,Raffy Benitez,WC,BS-S,Right,RF,208.92985300006677
2657,12.0,S12,WWC,WWC,1,0,1,3,1,0,4,5,0,1,6,1,0,0,0,7,1,0,0,0,0,1,0,0,5,23,22,9,"{12035, 12070, 12045, 12013, 12050, 12019, 12053, 12025}",8,2,5,6458.0,23,1.5987838539638093,-0.3318,0.24538711541808578,0,0,WWC,14,5,9,1,3,0,23,21.837045084193374,0.054318305268875614,0.16295491580662685,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.22727272727272727,0.2608695652173913,0.4090909090909091,0.6699604743083004,0.18181818181818185,0.25,,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.5833333333333334,0.3333333333333333,1.7500000000000002,0.2608695652173913,0.4121436744440575,280.7826086956522,Vader Page,BC,NT-S,Right,P,54.08281261907057
2671,12.0,S12,SAL,SAL,2,0,0,1,0,0,2,3,0,4,3,3,0,0,0,6,2,0,0,0,2,0,0,0,3,18,18,9,"{12004, 12038, 12070, 12008, 12014, 12047, 12019, 12023, 12058}",9,2,3,5607.0,18,-3.0623131408672752,-0.3086999999999999,-0.23931143841756722,1,0,SAL,14,3,9,0,2,0,18,17.89136338946225,0.054318305268875614,0.10863661053775123,887,315,3578,3223.019011406844,1738,0.3359418669647848,0.5392459659247759,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.33333333333333337,0.07692307692307693,,0.1111111111111111,0.16666666666666666,0.0,0.5,0.16666666666666666,3.0,0.16666666666666666,0.5030360070435363,311.5,Rich Driver,BP,BF-H,Left,3B,42.8968337920586
