ID,Name,League,Season,Session,Game ID,Team,Notes
3110,,MLR,12,2,27,PHI,Fielding Replacement
3110,,MLR,12,5,71,PHI,Fielding Replacement
3116,,MiLR,11,11,62,LAX,Pinch hit for in B2
3126,,MLR,12,10,149,TBR,Pinch hit for in B1
3129,,MiLR_Playoff,11,1,1,IDR,Pinch hit for in T2
3132,,MLR,11,2,23,HOU,Pinch hit for in B2
3135,,MiLR,11,13,78,SHH,Fielding Replacement
3151,,MLR,11,3,31,ATL,Pinch hit for in B1
3158,,MLR,12,3,31,ARI,Fielding Replacement
3161,,MiLR,12,14,70,SAL,Pinch hit for in T3
3163,,MLR,12,12,177,SDP,Pinch hit for in B1
3169,,MLR,11,13,183,BAL,Pinch hit for in B2
3172,,MLR,12,14,196,CWS,Replaced in B2
3182,,MiLR,12,11,54,SAL,Pinch hit for in B1
3191,,MLR,12,14,196,ANA,Pinch hit for in B2
3205,,MLR,12,5,61,SDP,Pinch hit for in T2
3206,,MiLR,12,7,33,PQD,Pinch hit for in B1
3208,,MLR,12,11,163,PIT,Pinch hit for in B2
3211,Slarvon Bingly,FCB,12,1,2,UOM,Pinch hit for in B3
3217,,MLR,12,13,195,ANA,Pinch hit for in T3
3220,,MLR,12,11,153,BAL,Pinch hit for in B3
3231,,MLR,12,3,41,OAK,Pinch hit for in B3
3245,,FCB,12,5,15,LSU,Pinch hit for in T3
3277,,MLR,1,4,22,MIN,Pinch hit for in B1
3281,,MLR,1,3,14,ARI,Fielding Replacement
3292,,MLR,1,6,34,HOU,Pinch hit for in B3
3301,,MLR,12,15,212,CWS,Pinch hit for in B2
3306,,MLR,12,16,232,PIT,Pinch hit for in T2
3328,,NPR,1,4,17,HIR,Game called before PA
3335,,FCB,5,5,20,GT,Pinch hit for in T2
3337,,FCB,5,2,5,CCU,Pinch hit for in B3
3364,,GIB,3,6,23,FUB,Pinch hit for in B1
3433,,FCB,13,6,18,PSU,Pinch hit for in T2
3443,,FCB,13,4,10,CAL,Pinch hit for in B1
3452,,FCB,13,2,5,DPU,Replaced in B2
3463,Dylan Woods,FCB,13,4,10,CAL,Pinch hit for in B1
3473,Jacob Peterson III,FCB,3,1,3,NEB,Pinch hit for in B2
3474,Lebum James,FCB,5,1,3,NEB,Pinch hit for in T2
3475,Ray Saha,FCB,5,4,16,UNC,Pinch hit for in T3
3476,Alux Hubbus,FCB,5,4,16,NCS,Pinch hit for in B2
3477,Achme Ineye,MLR,1,3,13,DET,Pinch hit for in B1
3492,Vincent Adultman,MLR,2,2,14,BOS,Pinch hit for in T2
