Line ID,Batting Team's Score:,,,,,"Win Probability, slightly edited",,,,,,,,,,,,,,,,,,,,
,Inning,Top/Bot,OBC,Outs,Inning&OBC&Outs,-10+,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10+
232,5,2,5,1,5251,0.00%,0.32%,0.47%,1.39%,2.81%,5.94%,10.70%,19.38%,31.71%,49.64%,72.91%,89.53%,95.25%,97.80%,99.12%,99.62%,99.82%,99.97%,100.00%,100.00%,99.95%
233,5,2,5,2,5252,0.00%,0.00%,0.19%,0.40%,1.22%,2.82%,5.45%,11.34%,20.68%,33.45%,60.74%,85.75%,93.40%,97.05%,98.74%,99.50%,99.80%,99.87%,99.97%,100.00%,100.00%
234,5,2,6,0,5260,0.30%,0.61%,1.08%,2.49%,4.77%,9.14%,17.43%,29.84%,46.83%,67.45%,84.58%,93.56%,97.27%,98.64%,99.49%,99.71%,99.76%,100.00%,100.00%,100.00%,100.00%
235,5,2,6,1,5261,0.06%,0.30%,0.58%,1.85%,2.80%,6.47%,11.86%,22.24%,36.53%,55.38%,76.37%,90.94%,95.67%,98.17%,99.16%,99.63%,99.86%,99.98%,100.00%,100.00%,100.00%
236,5,2,6,2,5262,0.00%,0.28%,0.41%,0.57%,1.47%,2.97%,5.90%,12.16%,22.41%,35.97%,61.49%,85.74%,93.17%,97.06%,98.56%,99.47%,99.74%,99.92%,100.00%,100.00%,99.91%
237,5,2,7,0,5270,0.31%,1.58%,2.25%,3.97%,7.75%,13.94%,23.10%,34.80%,50.49%,69.79%,86.85%,94.21%,97.42%,98.78%,99.56%,99.76%,99.81%,99.95%,100.00%,100.00%,100.00%
238,5,2,7,1,5271,0.19%,0.62%,1.28%,3.07%,5.04%,9.75%,18.22%,28.65%,40.72%,57.65%,77.41%,91.23%,95.93%,98.21%,99.22%,99.64%,99.90%,99.95%,100.00%,99.95%,100.00%
239,5,2,7,2,5272,0.00%,0.00%,0.63%,1.12%,2.46%,4.58%,9.34%,17.40%,26.45%,39.64%,64.24%,86.92%,94.05%,97.22%,98.74%,99.40%,99.86%,99.89%,99.94%,99.95%,100.00%
240,6,1,0,0,6100,0.00%,0.02%,0.05%,0.13%,0.27%,0.68%,1.64%,3.76%,8.36%,17.86%,49.96%,82.09%,91.68%,96.23%,98.36%,99.29%,99.70%,99.87%,99.94%,99.98%,100.00%
241,6,1,0,1,6101,0.00%,0.01%,0.01%,0.05%,0.11%,0.28%,0.72%,1.82%,4.55%,11.13%,44.52%,80.38%,90.86%,95.86%,98.18%,99.21%,99.68%,99.87%,99.95%,99.99%,100.00%
242,6,1,0,2,6102,0.00%,0.00%,0.00%,0.01%,0.02%,0.06%,0.18%,0.54%,1.67%,5.13%,39.44%,78.76%,90.06%,95.49%,98.03%,99.14%,99.64%,99.86%,99.95%,99.98%,100.00%
243,6,1,1,0,6110,0.00%,0.01%,0.13%,0.25%,0.63%,1.45%,3.33%,7.24%,14.97%,25.34%,54.34%,83.58%,92.35%,96.52%,98.54%,99.34%,99.72%,99.86%,99.92%,99.97%,99.99%
244,6,1,1,1,6111,0.01%,0.02%,0.08%,0.11%,0.26%,0.73%,1.75%,4.22%,9.83%,17.62%,48.27%,81.69%,91.54%,96.14%,98.35%,99.27%,99.69%,99.88%,99.92%,99.98%,100.00%
245,6,1,1,2,6112,0.00%,0.00%,0.00%,0.02%,0.08%,0.20%,0.53%,1.64%,5.06%,10.88%,43.46%,80.12%,90.72%,95.77%,98.22%,99.17%,99.64%,99.88%,99.93%,99.99%,99.99%
246,6,1,2,0,6120,0.00%,0.02%,0.14%,0.40%,0.62%,1.65%,3.91%,8.75%,18.46%,35.25%,63.39%,86.26%,93.78%,97.18%,98.78%,99.52%,99.79%,99.93%,99.92%,100.00%,100.00%
247,6,1,2,1,6121,0.00%,0.02%,0.04%,0.16%,0.26%,0.78%,1.98%,4.96%,11.79%,24.17%,54.35%,83.63%,92.38%,96.58%,98.52%,99.39%,99.73%,99.90%,99.91%,99.99%,100.00%
248,6,1,2,2,6122,0.00%,0.00%,0.01%,0.02%,0.06%,0.16%,0.55%,1.61%,5.16%,13.81%,47.04%,81.23%,91.19%,95.98%,98.23%,99.27%,99.65%,99.89%,99.93%,99.98%,100.00%
249,6,1,3,0,6130,0.00%,0.28%,0.11%,0.38%,0.78%,1.48%,4.34%,8.69%,19.07%,44.74%,74.65%,89.81%,95.26%,97.75%,99.25%,99.49%,99.81%,99.90%,99.97%,100.00%,100.00%
250,6,1,3,1,6131,0.04%,0.00%,0.16%,0.06%,0.30%,0.80%,2.11%,5.04%,12.31%,32.43%,64.94%,86.32%,93.82%,97.12%,98.84%,99.47%,99.82%,99.94%,99.97%,99.95%,100.00%
251,6,1,3,2,6132,0.00%,0.00%,0.00%,0.01%,0.05%,0.20%,0.61%,1.71%,5.29%,13.57%,46.67%,80.87%,91.03%,95.98%,98.27%,99.20%,99.72%,99.90%,99.93%,99.96%,100.00%
252,6,1,4,0,6140,0.00%,0.05%,0.28%,0.68%,1.69%,3.41%,7.96%,15.92%,26.15%,38.01%,63.57%,86.67%,93.84%,97.20%,98.75%,99.46%,99.70%,99.79%,99.95%,99.96%,100.00%
253,6,1,4,1,6141,0.02%,0.03%,0.16%,0.34%,0.75%,1.87%,4.56%,10.86%,18.61%,27.10%,54.95%,84.04%,92.63%,96.65%,98.54%,99.33%,99.73%,99.83%,99.97%,99.97%,100.00%
254,6,1,4,2,6142,0.00%,0.00%,0.00%,0.07%,0.17%,0.52%,1.65%,5.16%,10.96%,17.90%,48.42%,82.08%,91.60%,96.12%,98.29%,99.23%,99.67%,99.85%,99.94%,99.99%,100.00%
255,6,1,5,0,6150,0.00%,0.54%,0.40%,0.64%,1.53%,3.27%,7.40%,15.58%,26.17%,50.74%,78.39%,90.93%,96.05%,98.03%,99.32%,99.61%,99.95%,99.85%,99.94%,100.00%,100.00%
256,6,1,5,1,6151,0.00%,0.00%,0.24%,0.35%,0.61%,1.88%,4.99%,11.56%,20.80%,36.97%,64.67%,86.61%,93.75%,97.32%,98.96%,99.47%,99.79%,99.91%,99.94%,99.95%,100.00%
257,6,1,5,2,6152,0.00%,0.00%,0.00%,0.13%,0.18%,0.59%,1.81%,5.07%,11.10%,18.01%,48.67%,81.71%,91.60%,96.20%,98.38%,99.27%,99.66%,99.89%,99.95%,99.95%,99.98%
258,6,1,6,0,6160,0.00%,0.00%,0.20%,0.77%,1.77%,3.94%,8.64%,19.18%,36.42%,58.44%,79.69%,92.26%,96.18%,98.25%,99.27%,99.71%,99.85%,99.87%,100.00%,100.00%,100.00%
259,6,1,6,1,6161,0.00%,0.00%,0.17%,0.13%,0.79%,2.13%,5.70%,12.27%,25.71%,43.61%,69.20%,88.22%,94.71%,97.63%,98.92%,99.61%,99.78%,99.88%,99.98%,99.96%,100.00%
260,6,1,6,2,6162,0.00%,0.00%,0.00%,0.00%,0.18%,0.52%,1.97%,4.64%,13.98%,21.44%,49.56%,82.15%,92.05%,96.34%,98.18%,99.42%,99.63%,99.89%,99.96%,99.93%,100.00%
261,6,1,7,0,6170,0.00%,0.34%,0.68%,1.98%,4.33%,7.94%,16.69%,27.02%,39.48%,61.75%,82.62%,92.54%,96.73%,98.51%,99.46%,99.75%,99.91%,99.97%,100.00%,100.00%,100.00%
262,6,1,7,1,6171,0.00%,0.16%,0.54%,1.19%,2.42%,5.28%,12.04%,21.00%,31.61%,46.75%,70.49%,88.79%,94.81%,97.71%,99.01%,99.57%,99.82%,99.93%,99.98%,100.00%,100.00%
263,6,1,7,2,6172,0.00%,0.17%,0.10%,0.21%,0.64%,1.68%,5.38%,11.18%,18.24%,25.16%,52.99%,83.48%,92.45%,96.56%,98.45%,99.36%,99.73%,99.90%,99.93%,99.97%,100.00%
264,6,2,0,0,6200,0.00%,0.03%,0.06%,0.15%,0.40%,0.92%,2.11%,4.84%,10.63%,22.74%,65.47%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
265,6,2,0,1,6201,0.00%,0.01%,0.02%,0.04%,0.14%,0.36%,0.92%,2.36%,5.87%,14.41%,60.20%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
266,6,2,0,2,6202,0.00%,0.00%,0.00%,0.01%,0.03%,0.09%,0.22%,0.71%,2.16%,6.82%,55.11%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
267,6,2,1,0,6210,0.01%,0.05%,0.13%,0.32%,0.91%,1.97%,4.31%,9.30%,18.85%,31.07%,68.71%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
268,6,2,1,1,6211,0.00%,0.02%,0.07%,0.14%,0.36%,0.94%,2.25%,5.49%,12.79%,21.80%,63.13%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
269,6,2,1,2,6212,0.00%,0.00%,0.01%,0.02%,0.08%,0.27%,0.68%,2.22%,6.69%,13.92%,58.84%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
270,6,2,2,0,6220,0.00%,0.10%,0.20%,0.39%,0.96%,2.21%,5.08%,11.29%,23.40%,44.01%,78.21%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
271,6,2,2,1,6221,0.00%,0.02%,0.08%,0.09%,0.40%,1.01%,2.62%,6.59%,15.30%,30.54%,69.78%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
272,6,2,2,2,6222,0.00%,0.00%,0.02%,0.02%,0.08%,0.25%,0.72%,2.24%,6.82%,17.90%,62.86%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
273,6,2,3,0,6230,0.04%,0.00%,0.03%,0.50%,0.99%,2.30%,5.23%,11.77%,23.78%,57.23%,91.59%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
274,6,2,3,1,6231,0.00%,0.00%,0.08%,0.23%,0.39%,1.04%,2.72%,6.95%,15.56%,43.12%,82.05%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
275,6,2,3,2,6232,0.00%,0.00%,0.00%,0.02%,0.09%,0.25%,0.63%,2.26%,6.81%,18.22%,62.82%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
276,6,2,4,0,6240,0.00%,0.20%,0.44%,0.89%,2.49%,4.52%,10.22%,19.94%,31.35%,44.63%,76.62%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
277,6,2,4,1,6241,0.01%,0.06%,0.19%,0.37%,1.12%,2.50%,6.09%,13.89%,23.01%,31.94%,68.94%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
278,6,2,4,2,6242,0.00%,0.00%,0.03%,0.05%,0.27%,0.77%,2.26%,6.90%,14.10%,21.71%,63.06%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
279,6,2,5,0,6250,0.00%,0.21%,0.18%,0.86%,2.12%,4.78%,9.68%,19.52%,31.89%,63.09%,93.41%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
280,6,2,5,1,6251,0.00%,0.06%,0.21%,0.49%,1.09%,2.55%,6.17%,14.37%,25.83%,45.57%,79.37%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
281,6,2,5,2,6252,0.00%,0.00%,0.00%,0.09%,0.18%,0.78%,2.08%,6.84%,14.15%,22.31%,63.60%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
282,6,2,6,0,6260,0.07%,0.19%,0.29%,0.77%,2.51%,5.70%,11.59%,24.44%,44.59%,70.48%,92.23%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
283,6,2,6,1,6261,0.04%,0.12%,0.13%,0.59%,1.16%,3.09%,6.98%,16.33%,31.72%,53.58%,82.77%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
284,6,2,6,2,6262,0.00%,0.11%,0.06%,0.12%,0.17%,0.65%,1.96%,7.00%,18.22%,26.11%,63.07%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
285,6,2,7,0,6270,0.00%,0.29%,0.98%,2.15%,5.42%,10.25%,20.31%,32.36%,46.50%,72.43%,94.86%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
286,6,2,7,1,6271,0.06%,0.23%,0.44%,1.08%,2.79%,6.84%,15.28%,26.23%,37.11%,54.68%,83.04%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
287,6,2,7,2,6272,0.00%,0.05%,0.00%,0.31%,0.86%,2.13%,6.81%,14.19%,22.05%,29.59%,66.28%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
288,7,1,0,0,7100,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,49.96%,82.09%,91.68%,96.23%,98.36%,99.29%,99.70%,99.87%,99.94%,99.98%,100.00%
289,7,1,0,1,7101,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,44.52%,80.38%,90.86%,95.86%,98.18%,99.21%,99.68%,99.87%,99.95%,99.99%,100.00%
290,7,1,0,2,7102,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,39.44%,78.76%,90.06%,95.49%,98.03%,99.14%,99.64%,99.86%,99.95%,99.98%,100.00%
291,7,1,1,0,7110,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,54.34%,83.58%,92.35%,96.52%,98.54%,99.34%,99.72%,99.86%,99.92%,99.97%,99.99%
292,7,1,1,1,7111,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,48.27%,81.69%,91.54%,96.14%,98.35%,99.27%,99.69%,99.88%,99.92%,99.98%,100.00%
293,7,1,1,2,7112,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,43.46%,80.12%,90.72%,95.77%,98.22%,99.17%,99.64%,99.88%,99.93%,99.99%,99.99%
294,7,1,2,0,7120,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,63.39%,86.26%,93.78%,97.18%,98.78%,99.52%,99.79%,99.93%,99.92%,100.00%,100.00%
295,7,1,2,1,7121,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,54.35%,83.63%,92.38%,96.58%,98.52%,99.39%,99.73%,99.90%,99.91%,99.99%,100.00%
296,7,1,2,2,7122,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,47.04%,81.23%,91.19%,95.98%,98.23%,99.27%,99.65%,99.89%,99.93%,99.98%,100.00%
297,7,1,3,0,7130,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,74.65%,89.81%,95.26%,97.75%,99.25%,99.49%,99.81%,99.90%,99.97%,100.00%,100.00%
298,7,1,3,1,7131,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,64.94%,86.32%,93.82%,97.12%,98.84%,99.47%,99.82%,99.94%,99.97%,99.95%,100.00%
299,7,1,3,2,7132,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,46.67%,80.87%,91.03%,95.98%,98.27%,99.20%,99.72%,99.90%,99.93%,99.96%,100.00%
300,7,1,4,0,7140,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,63.57%,86.67%,93.84%,97.20%,98.75%,99.46%,99.70%,99.79%,99.95%,99.96%,100.00%
301,7,1,4,1,7141,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,54.95%,84.04%,92.63%,96.65%,98.54%,99.33%,99.73%,99.83%,99.97%,99.97%,100.00%
302,7,1,4,2,7142,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,48.42%,82.08%,91.60%,96.12%,98.29%,99.23%,99.67%,99.85%,99.94%,99.99%,100.00%
303,7,1,5,0,7150,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,78.39%,90.93%,96.05%,98.03%,99.32%,99.61%,99.95%,99.85%,99.94%,100.00%,100.00%
304,7,1,5,1,7151,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,64.67%,86.61%,93.75%,97.32%,98.96%,99.47%,99.79%,99.91%,99.94%,99.95%,100.00%
305,7,1,5,2,7152,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,48.67%,81.71%,91.60%,96.20%,98.38%,99.27%,99.66%,99.89%,99.95%,99.95%,99.98%
306,7,1,6,0,7160,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,79.69%,92.26%,96.18%,98.25%,99.27%,99.71%,99.85%,99.87%,100.00%,100.00%,100.00%
307,7,1,6,1,7161,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,69.20%,88.22%,94.71%,97.63%,98.92%,99.61%,99.78%,99.88%,99.98%,99.96%,100.00%
308,7,1,6,2,7162,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,49.56%,82.15%,92.05%,96.34%,98.18%,99.42%,99.63%,99.89%,99.96%,99.93%,100.00%
309,7,1,7,0,7170,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,82.62%,92.54%,96.73%,98.51%,99.46%,99.75%,99.91%,99.97%,100.00%,100.00%,100.00%
310,7,1,7,1,7171,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,70.49%,88.79%,94.81%,97.71%,99.01%,99.57%,99.82%,99.93%,99.98%,100.00%,100.00%
311,7,1,7,2,7172,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,52.99%,83.48%,92.45%,96.56%,98.45%,99.36%,99.73%,99.90%,99.93%,99.97%,100.00%
312,7,2,0,0,7200,0.00%,0.03%,0.06%,0.15%,0.40%,0.92%,2.11%,4.84%,10.63%,22.74%,65.47%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
313,7,2,0,1,7201,0.00%,0.01%,0.02%,0.04%,0.14%,0.36%,0.92%,2.36%,5.87%,14.41%,60.20%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
314,7,2,0,2,7202,0.00%,0.00%,0.00%,0.01%,0.03%,0.09%,0.22%,0.71%,2.16%,6.82%,55.11%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
315,7,2,1,0,7210,0.01%,0.05%,0.13%,0.32%,0.91%,1.97%,4.31%,9.30%,18.85%,31.07%,68.71%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
316,7,2,1,1,7211,0.00%,0.02%,0.07%,0.14%,0.36%,0.94%,2.25%,5.49%,12.79%,21.80%,63.13%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
317,7,2,1,2,7212,0.00%,0.00%,0.01%,0.02%,0.08%,0.27%,0.68%,2.22%,6.69%,13.92%,58.84%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
318,7,2,2,0,7220,0.00%,0.10%,0.20%,0.39%,0.96%,2.21%,5.08%,11.29%,23.40%,44.01%,78.21%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
319,7,2,2,1,7221,0.00%,0.02%,0.08%,0.09%,0.40%,1.01%,2.62%,6.59%,15.30%,30.54%,69.78%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
320,7,2,2,2,7222,0.00%,0.00%,0.02%,0.02%,0.08%,0.25%,0.72%,2.24%,6.82%,17.90%,62.86%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
321,7,2,3,0,7230,0.04%,0.00%,0.03%,0.50%,0.99%,2.30%,5.23%,11.77%,23.78%,57.23%,91.59%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
322,7,2,3,1,7231,0.00%,0.00%,0.08%,0.23%,0.39%,1.04%,2.72%,6.95%,15.56%,43.12%,82.05%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
323,7,2,3,2,7232,0.00%,0.00%,0.00%,0.02%,0.09%,0.25%,0.63%,2.26%,6.81%,18.22%,62.82%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
324,7,2,4,0,7240,0.00%,0.20%,0.44%,0.89%,2.49%,4.52%,10.22%,19.94%,31.35%,44.63%,76.62%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
325,7,2,4,1,7241,0.01%,0.06%,0.19%,0.37%,1.12%,2.50%,6.09%,13.89%,23.01%,31.94%,68.94%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
326,7,2,4,2,7242,0.00%,0.00%,0.03%,0.05%,0.27%,0.77%,2.26%,6.90%,14.10%,21.71%,63.06%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
327,7,2,5,0,7250,0.00%,0.21%,0.18%,0.86%,2.12%,4.78%,9.68%,19.52%,31.89%,63.09%,93.41%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
328,7,2,5,1,7251,0.00%,0.06%,0.21%,0.49%,1.09%,2.55%,6.17%,14.37%,25.83%,45.57%,79.37%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
329,7,2,5,2,7252,0.00%,0.00%,0.00%,0.09%,0.18%,0.78%,2.08%,6.84%,14.15%,22.31%,63.60%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
330,7,2,6,0,7260,0.07%,0.19%,0.29%,0.77%,2.51%,5.70%,11.59%,24.44%,44.59%,70.48%,92.23%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
331,7,2,6,1,7261,0.04%,0.12%,0.13%,0.59%,1.16%,3.09%,6.98%,16.33%,31.72%,53.58%,82.77%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
332,7,2,6,2,7262,0.00%,0.11%,0.06%,0.12%,0.17%,0.65%,1.96%,7.00%,18.22%,26.11%,63.07%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
333,7,2,7,0,7270,0.00%,0.29%,0.98%,2.15%,5.42%,10.25%,20.31%,32.36%,46.50%,72.43%,94.86%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
334,7,2,7,1,7271,0.06%,0.23%,0.44%,1.08%,2.79%,6.84%,15.28%,26.23%,37.11%,54.68%,83.04%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
335,7,2,7,2,7272,0.00%,0.05%,0.00%,0.31%,0.86%,2.13%,6.81%,14.19%,22.05%,29.59%,66.28%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
336,8,1,0,0,8100,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,49.96%,82.09%,91.68%,96.23%,98.36%,99.29%,99.70%,99.87%,99.94%,99.98%,100.00%
337,8,1,0,1,8101,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,44.52%,80.38%,90.86%,95.86%,98.18%,99.21%,99.68%,99.87%,99.95%,99.99%,100.00%
338,8,1,0,2,8102,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,39.44%,78.76%,90.06%,95.49%,98.03%,99.14%,99.64%,99.86%,99.95%,99.98%,100.00%
339,8,1,1,0,8110,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,54.34%,83.58%,92.35%,96.52%,98.54%,99.34%,99.72%,99.86%,99.92%,99.97%,99.99%
340,8,1,1,1,8111,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,48.27%,81.69%,91.54%,96.14%,98.35%,99.27%,99.69%,99.88%,99.92%,99.98%,100.00%
341,8,1,1,2,8112,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,43.46%,80.12%,90.72%,95.77%,98.22%,99.17%,99.64%,99.88%,99.93%,99.99%,99.99%
342,8,1,2,0,8120,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,63.39%,86.26%,93.78%,97.18%,98.78%,99.52%,99.79%,99.93%,99.92%,100.00%,100.00%
343,8,1,2,1,8121,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,54.35%,83.63%,92.38%,96.58%,98.52%,99.39%,99.73%,99.90%,99.91%,99.99%,100.00%
344,8,1,2,2,8122,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,47.04%,81.23%,91.19%,95.98%,98.23%,99.27%,99.65%,99.89%,99.93%,99.98%,100.00%
345,8,1,3,0,8130,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,74.65%,89.81%,95.26%,97.75%,99.25%,99.49%,99.81%,99.90%,99.97%,100.00%,100.00%
346,8,1,3,1,8131,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,64.94%,86.32%,93.82%,97.12%,98.84%,99.47%,99.82%,99.94%,99.97%,99.95%,100.00%
347,8,1,3,2,8132,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,46.67%,80.87%,91.03%,95.98%,98.27%,99.20%,99.72%,99.90%,99.93%,99.96%,100.00%
348,8,1,4,0,8140,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,63.57%,86.67%,93.84%,97.20%,98.75%,99.46%,99.70%,99.79%,99.95%,99.96%,100.00%
349,8,1,4,1,8141,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,54.95%,84.04%,92.63%,96.65%,98.54%,99.33%,99.73%,99.83%,99.97%,99.97%,100.00%
350,8,1,4,2,8142,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,48.42%,82.08%,91.60%,96.12%,98.29%,99.23%,99.67%,99.85%,99.94%,99.99%,100.00%
351,8,1,5,0,8150,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,78.39%,90.93%,96.05%,98.03%,99.32%,99.61%,99.95%,99.85%,99.94%,100.00%,100.00%
352,8,1,5,1,8151,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,64.67%,86.61%,93.75%,97.32%,98.96%,99.47%,99.79%,99.91%,99.94%,99.95%,100.00%
353,8,1,5,2,8152,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,48.67%,81.71%,91.60%,96.20%,98.38%,99.27%,99.66%,99.89%,99.95%,99.95%,99.98%
354,8,1,6,0,8160,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,79.69%,92.26%,96.18%,98.25%,99.27%,99.71%,99.85%,99.87%,100.00%,100.00%,100.00%
355,8,1,6,1,8161,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,69.20%,88.22%,94.71%,97.63%,98.92%,99.61%,99.78%,99.88%,99.98%,99.96%,100.00%
356,8,1,6,2,8162,SS,SS,SS,SS,SS,SS,SS,SS,SS,SS,49.56%,82.15%,92.05%,96.34%,98.18%,99.42%,99.63%,99.89%,99.96%,99.93%,100.00%
