Team,Opponent,Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
TXS,UNA,10006,10,S10,2,1,0,0,1,0,0,0,5,2,6,2,3,0,0,0,2,20,6.0,1,-2.0309278350515463,0.2951887012985996,0.2388,11,8,Home
TXS,UNA,10013,10,S10,5,1,0,8,4,2,0,0,6,3,7,0,2,0,0,0,13,33,6.0,9,5.969072164948454,-0.4449489521356612,-0.42229999999999995,9,5,Home
UCC,HVD,9013,9,S9,5,0,0,1,1,1,0,0,5,4,1,2,6,0,2,0,2,21,6.0,1,-1.583732057416268,0.25210447737869235,0.6151,13,8,Away
UCC,TEN,9004,9,S9,2,0,0,0,1,2,0,0,3,4,2,2,1,0,1,0,1,15,4.0,0,-2.268283834073308,0.2920327462852894,0.18369999999999995,7,3,Home
UCC,TOL,9002,9,S9,1,1,0,1,6,1,0,0,2,8,1,2,2,0,1,0,8,24,5.0,6,3.8468899521531097,-0.2828071782185006,-0.3388000000000001,10,4,Away
UCC,UGA,9011,9,S9,4,2,0,0,3,3,0,0,6,2,0,2,4,1,1,0,5,22,5.0,3,0.84688995215311,0.009042276421754508,-0.09419999999999998,8,6,Home
UCC,UGA,9017,9,S9,6,1,0,2,4,2,0,1,8,6,1,2,2,1,0,1,7,28,7.0,2,-1.6551606288448397,0.283698970600784,0.6692,9,5,Home
UCC,WSU,9007,9,S9,3,1,0,1,5,0,0,0,5,5,3,1,3,0,0,1,7,24,6.0,2,-0.5837320574162681,0.16025502273843714,0.2804,10,4,Away
UCL,HRW,8005,8,S8,2,2,1,3,1,4,0,0,8,3,4,0,0,0,1,0,7,26,5.0,7,3.7724867724867726,-0.2648071620011754,-0.28899999999999987,3,2,Away
UCL,MSU,8016,8,S8,4,1,0,1,8,3,0,1,6,5,2,3,1,1,0,0,10,30,6.0,5,1.1269841269841272,0.012236604243256129,-0.12110000000000001,8,5,Home
UCL,ORD,8001,8,S8,1,1,0,2,3,2,0,0,0,5,0,6,6,1,0,0,6,25,6.0,4,0.1269841269841273,0.09141410141964465,-0.13729999999999987,15,8,Home
UCL,PUR,8009,8,S8,3,1,1,0,2,2,0,1,4,5,4,2,1,0,0,2,4,22,6.0,1,-2.8730158730158726,0.3872496008549224,0.42350000000000004,12,5,Home
UCLA,LBS,7006,7,S7,2,3,0,0,1,2,0,0,1,7,2,1,1,0,0,0,4,18,4.0,4,2.0895522388059704,-0.09057814662721451,-0.3824000000000001,6,2,Home
UCLA,MICH,7002,7,S7,1,2,1,0,0,0,0,0,2,4,4,0,1,0,0,0,3,14,3.6666666666666665,3,1.2205046197583513,-0.029979401889870944,-0.2770000000000001,5,1,Away
UCLA,USF,7008,7,S7,3,0,0,1,1,3,0,0,3,3,1,2,0,0,2,0,2,14,3.0,2,0.5671641791044778,0.0485076507592256,-0.13739999999999997,4,2,Away
UCLA,UVA,7011,7,S7,4,0,1,0,1,1,0,0,2,5,2,1,2,0,1,0,2,15,4.0,0,-1.9104477611940296,0.29626884478907634,0.4718,7,4,Home
UCLA,UVA,7015,7,S7,5,0,0,3,2,3,0,0,7,5,2,1,2,1,0,0,5,25,6.0,1,-1.8656716417910444,0.35097977147546905,0.6616,8,3,Away
UGA,HVD,9006,9,S9,2,2,0,0,0,3,0,0,4,3,5,1,4,0,1,1,2,22,6.0,2,-0.5837320574162681,0.15617975005856471,0.32349999999999995,11,8,Away
UGA,TEN,9008,9,S9,3,2,0,2,6,2,0,0,5,4,3,3,0,1,2,2,10,27,6.0,5,2.416267942583732,-0.1152933411823284,-0.2606,10,5,Home
UGA,TOL,9014,9,S9,5,1,0,1,2,2,0,0,7,5,5,3,3,1,1,0,4,29,8.0,2,-3.1551606288448393,0.4377742432806564,1.1104,12,6,Home
UGA,UCC,9011,9,S9,4,0,0,2,3,1,0,0,7,3,3,0,1,0,1,1,5,20,5.0,2,-0.15311004784689008,0.10496700374188209,0.22669999999999998,5,3,Away
