win,loss,save,holds,Season,Game ID
2215,326,,[],S6,206
651,1736,1777.0,[np.int64(651)],S6,207
76,74,1977.0,[],S6,208
355,166,,[],S6,209
520,481,,[],S6,210
2245,37,219.0,[],S6,211
610,758,217.0,[],S6,212
146,233,165.0,[np.int64(478)],S6,213
131,304,,[],S6,214
130,67,1776.0,[],S6,215
149,2395,275.0,[],S6,216
716,1743,,[],S6,217
1828,5,,[],S6,218
337,775,,[],S6,219
270,1767,,[],S6,220
771,646,,[],S6,221
1736,714,,[],S6,222
669,321,,[],S6,223
708,1838,,[],S6,224
777,109,,[],S6,225
2372,646,,[],S6,226
1977,478,,[],S6,228
2457,772,,[],S6,229
2345,131,,[],S6,230
394,10,,[],S6,231
265,1776,,[],S6,232
2206,149,,[],S6,233
716,258,,[],S6,234
481,2495,,[],S6,236
517,127,,[],S6,237
198,37,,[np.int64(758)],S6,238
802,321,,[np.int64(219)],S6,239
373,212,,[],S6,240
