ID,Game ID,Season,Display Season,Session,Team,Franchise,Opponent,HR,3B,2B,1B,BB,IBB,Auto BB,FO,SO,PO,RGO,LGO,DP,SB,CS,H,BF,IP,ER,RE24,WAR,WPA,300+ Pitches,400+ Pitches,Location
251,4031,4,S4,3,NYY,NYY,BOS,2,0,0,1,2,0,0,0,1,0,1,1,0,0,0,3,8,1.0,5,3.275508541874529,-0.29219663587745837,-0.2749,1,1,Home
251,4051,4,S4,4,CWS,CWS,OAK,1,0,2,1,2,0,0,1,2,0,4,2,0,0,0,4,15,3.0,3,2.608374280134974,-0.19454826868225764,-0.7280999999999999,6,3,Away
251,4066,4,S4,5,CWS,CWS,MIN,2,0,3,2,0,0,0,5,1,0,1,5,0,0,1,7,19,4.333333333333333,4,1.6215894505326764,-0.0737733992782814,-0.019499999999999997,7,6,Home
251,4076,4,S4,6,CWS,CWS,NYY,2,0,0,4,1,0,0,1,2,1,0,2,0,0,1,6,13,2.3333333333333335,5,3.7341406101506847,-0.3115441789725781,-0.06589999999999999,3,3,Home
252,3005,3,S3,1,MIA,FLA,PHI,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,4,1.0,0,-0.525974025974026,0.070334649280007,0.0596,2,2,Away
252,3017,3,S3,2,MIA,FLA,SFG,0,0,1,0,2,0,0,8,4,1,1,0,0,0,0,1,17,4.666666666666667,0,-2.2152359835286664,0.29690689675393533,0.2855,3,1,Home
252,3030,3,S3,3,MIA,FLA,NYM,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,9,3.0,0,-1.577922077922078,0.1977010128280677,0.5402,3,2,Away
252,3058,3,S3,5,MIA,FLA,MIL,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,3,5,0.3333333333333333,3,3.5853658536585367,-0.3363650270125982,-0.37389999999999995,1,0,Away
252,3063,3,S3,6,MIA,FLA,CHC,2,0,2,1,1,0,0,5,3,2,0,2,0,1,0,5,18,4.0,2,-0.10389610389610393,0.0946415321319813,0.0059999999999999915,7,3,Home
252,3097,3,S3,9,NYY,NYY,ARI,1,0,2,0,3,1,0,4,2,2,0,3,1,0,0,3,17,4.0,3,1.053056699398163,-0.02992237153874757,-0.13809999999999997,6,3,Away
252,3125,3,S3,11,NYY,NYY,KCR,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,5,0.0,5,5.0,-0.47339412997609337,-0.35500000000000004,0,0,Away
252,3142,3,S3,12,NYY,NYY,FLA,0,0,0,0,1,0,0,3,1,1,0,0,0,0,1,0,6,2.0,0,-1.051948051948052,0.1362349868893629,0.2927,2,0,Home
252,3145,3,S3,13,NYY,NYY,TOR,0,0,0,1,0,0,0,4,4,2,1,2,0,1,0,1,14,4.333333333333333,0,-2.2967309335975616,0.29618776841952266,0.382,5,2,Home
252,3171,3,S3,15,NYY,NYY,DET,0,0,1,1,4,0,0,2,2,2,1,1,1,1,0,2,14,3.0,2,0.4220779220779222,0.02430688285197427,-0.05360000000000004,3,2,Home
252,3182,3,S3,16,NYY,NYY,BOS,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,4,1.0,1,0.474025974025974,-0.029665350719992992,0.015099999999999995,2,1,Home
252,4008,4,S4,1,ATL,ATL,MTL,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,5,1.0,2,1.4437244201909958,-0.12227605557535301,-0.2878,1,0,Home
252,4039,4,S4,3,ATL,ATL,LAD,0,1,0,1,0,0,0,2,2,3,0,3,1,0,0,2,12,3.6666666666666665,0,-2.000184989199118,0.25304982638490353,0.06999999999999999,6,3,Home
252,4069,4,S4,5,ATL,ATL,FLA,0,0,0,1,2,0,0,4,0,0,4,2,2,0,0,1,13,4.0,0,-2.2251023192360164,0.2799608366773427,0.30870000000000003,6,5,Away
252,4170,4,S4,12,CLE,ANA,CWS,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,3,0.6666666666666666,0,-0.5786350148367952,0.07112133334992746,0.0027,0,0,Away
252,5024,5,S5,2,NYM,NYM,FLA,1,0,0,4,2,0,0,0,2,2,3,5,1,1,0,5,19,4.333333333333333,1,-1.6152570290431232,0.2410758138595821,0.10400000000000004,11,8,Away
252,5069,5,S5,5,NYM,NYM,ATL,1,1,1,2,1,0,0,1,1,0,1,0,0,1,0,5,9,1.0,5,3.073756810516302,-0.2676006255739953,-0.3172,1,0,Away
252,5117,5,S5,8,NYM,NYM,TEX,1,0,1,3,2,0,0,6,2,1,4,4,1,2,0,5,24,6.0,1,-2.8626005361930296,0.3896751978611537,0.2823,9,6,Away
