win,loss,save,holds,Season,Game ID
2207,2390,,[],S9,224
2744,103,,[],S9,225
219,37,2890.0,"[np.int64(219), np.int64(63)]",S9,226
2724,1692,,[],S9,227
2659,2585,134.0,[],S9,228
2206,149,,[np.int64(78)],S9,229
2629,696,361.0,[],S9,230
2735,1777,,[],S9,231
331,2675,,[],S9,232
76,2877,,[],S9,233
2242,337,,"[np.int64(2694), np.int64(100), np.int64(2960)]",S9,234
2220,1759,,[],S9,235
2744,2867,,[],S9,236
1,1786,,"[np.int64(1), np.int64(1828)]",S9,237
2945,212,,[],S9,238
2544,112,,[],S9,239
471,752,,"[np.int64(775), np.int64(471)]",S9,240
