G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Type,Season,Pitcher ID,is_sub_row,Team,Last Team,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
3,6.0,24,6,3.0,3.0,1,0,0,4,0,4,3,4,5,1,0,3.0,1.1666666666666667,6.0,0.0,1.0,4.0,4.0,0.2608695652173913,0.2916666666666667,0.391304347826087,0.6829710144927537,0.3157894736842105,0.0,0.16666666666666666,0.041666666666666664,0.5384615384615384,0.46153846153846156,1.1666666666666667,245.7,-2.1591976916184157,0.7186000000000001,23,0,0,1,1,7,6,5,1,0.8333333333333334,EG-H,S10,2970,False,ZAH,ZAH,0.17630522088353395,6.666666666666667,26,1.1898877711228701,0.0,3.0,0.0,0.0,0,0,2,0,0.0,0.31220156955323103
1,3.6666666666666665,20,8,5.0,5.0,1,0,0,2,1,2,3,0,5,1,0,8.181818181818182,2.4545454545454546,13.090909090909093,1.6363636363636367,1.6363636363636367,3.2727272727272734,2.0,0.42105263157894735,0.45,1.0526315789473684,1.5026315789473683,0.4375,0.05,0.1,0.05,0.3333333333333333,0.6666666666666666,0.5,190.76190476190476,2.6147528545958045,-0.3707,19,0,0,1,4,3,6,1,0,1.0,TD-B,S10,2978,False,GRS,GRS,4.28236582694414,3.6666666666666665,215,5.44635328836425,1.0,0.0,0.0,0.0,0,1,0,0,0.0,-0.18124045180008927
2,7.333333333333333,39,15,9.0,9.0,4,0,0,5,2,8,4,3,8,0,0,7.363636363636364,2.590909090909091,12.272727272727273,1.6363636363636367,3.2727272727272734,4.090909090909092,1.25,0.4411764705882353,0.48717948717948717,0.7941176470588235,1.2812971342383106,0.4642857142857143,0.05128205128205128,0.1282051282051282,0.10256410256410256,0.4666666666666667,0.5333333333333333,0.875,212.66666666666666,3.3067182413974234,-0.3369,34,1,0,4,1,7,8,4,2,0.6666666666666666,BS-S,S10,2983,False,KRK,KRK,4.827820372398685,7.0,200,9.664641019220976,1.0,1.0,0.0,0.0,0,0,0,0,0.0,-0.17421389850373453
5,17.333333333333332,66,11,5.0,5.0,4,0,0,9,1,4,7,3,10,22,0,1.7307692307692308,0.8653846153846154,3.8076923076923084,0.34615384615384615,1.3846153846153846,3.115384615384616,2.25,0.18032786885245902,0.22727272727272727,0.32786885245901637,0.5551415797317436,0.19230769230769232,0.015151515151515152,0.13636363636363635,0.06060606060606061,0.2558139534883721,0.7441860465116279,0.34375,267.0,-4.940815622191325,0.3951999999999999,61,1,0,6,0,11,32,1,0,1.0,WC-S,S10,2989,False,ACK,ACK,1.413484708063021,18.0,48,5.977710776341085,3.0,2.0,1.0,0.0,2,1,0,0,0.6666666666666666,0.7588565132954533
3,5.666666666666667,30,11,9.0,9.0,4,0,0,1,2,5,2,2,3,7,0,9.529411764705882,2.6470588235294117,11.647058823529411,2.117647058823529,4.235294117647058,1.0588235294117645,0.25,0.44,0.5,0.88,1.38,0.391304347826087,0.06666666666666667,0.03333333333333333,0.13333333333333333,0.3333333333333333,0.6666666666666666,0.5,226.21875,3.7981438323742416,-0.4001,25,1,0,3,1,5,10,1,1,0.5,WC-B,S10,2996,False,GRS,GRS,7.362579730687456,6.0,214,8.893541103913094,2.0,0.0,0.0,0.0,0,0,0,0,0.0,-0.25946213274818736
2,8.666666666666666,34,5,1.0,1.0,3,0,0,5,0,2,2,4,6,9,0,0.6923076923076924,0.9230769230769231,3.4615384615384617,0.0,2.076923076923077,3.4615384615384617,1.6666666666666667,0.16129032258064516,0.23529411764705882,0.2903225806451613,0.5256166982922201,0.19230769230769232,0.0,0.14705882352941177,0.08823529411764706,0.2857142857142857,0.7142857142857143,0.4,269.9142857142857,-3.736011532187702,0.0794,31,0,0,2,1,6,15,1,0,1.0,EG-B,S10,2997,False,BEE,BEE,0.8942539388322519,8.666666666666666,20,1.1898877711228701,1.0,2.0,1.0,1.0,1,0,0,0,1.0,0.5100003704399052
4,15.666666666666666,68,19,12.0,12.0,5,0,0,15,3,10,3,6,10,9,1,4.595744680851064,1.5319148936170213,7.276595744680852,1.148936170212766,1.9148936170212767,5.74468085106383,3.0,0.30158730158730157,0.35294117647058826,0.5555555555555556,0.9084967320261439,0.35555555555555557,0.04411764705882353,0.22058823529411764,0.07352941176470588,0.3870967741935484,0.6129032258064516,0.631578947368421,240.91304347826087,-0.1817271012815569,-0.1964999999999999,63,0,0,5,1,12,19,1,0,1.0,NH-S,S10,3004,False,ACK,ACK,2.5415534478338886,16.666666666666668,59,6.854091383602345,2.0,3.0,1.0,0.0,2,0,0,0,1.0,0.2909711445704257
4,14.0,59,12,12.0,12.0,8,0,0,10,4,2,9,8,8,3,1,5.142857142857143,1.4285714285714286,5.142857142857142,1.7142857142857142,3.4285714285714284,4.285714285714286,1.25,0.23529411764705882,0.3389830508474576,0.6274509803921569,0.9664340312396145,0.21621621621621623,0.06779661016949153,0.1694915254237288,0.13559322033898305,0.6333333333333333,0.36666666666666664,1.7272727272727273,278.5833333333333,1.338921276221773,0.24770000000000003,51,0,0,4,2,19,11,0,1,0.0,BS-H,S10,3009,False,BEE,BEE,5.009638554216867,13.666666666666666,139,13.147313855638208,3.0,2.0,1.0,1.0,1,1,1,0,0.5,0.1028006316733217
1,0.6666666666666666,2,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,279.5,-0.4165477888730385,0.007,2,0,0,0,0,0,1,0,0,,TT-S,S10,3013,False,SSS,SSS,-1.9903614457831327,1.0,0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.04967826225325297
1,3.0,13,2,2.0,2.0,2,0,0,5,0,1,2,0,2,0,0,4.0,1.3333333333333333,4.0,0.0,4.0,10.0,2.5,0.18181818181818182,0.3076923076923077,0.2727272727272727,0.5804195804195804,0.3333333333333333,0.0,0.38461538461538464,0.15384615384615385,0.5,0.5,1.0,245.0,-0.11221122112211246,0.1344,11,0,0,1,0,2,2,1,0,1.0,1B-S,S10,3025,False,CRN,CRN,-0.32369477911646594,3.0,48,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1.0,0.06337376399088052
1,3.0,14,4,2.0,2.0,1,0,0,2,1,2,1,1,3,2,0,4.0,1.6666666666666667,8.0,2.0,2.0,4.0,2.0,0.3076923076923077,0.35714285714285715,0.6153846153846154,0.9725274725274726,0.3,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.7142857142857143,0.4,210.8,-0.11221122112211201,-0.1019,13,0,0,1,0,2,5,1,0,1.0,WC-S,S10,3028,False,ZAH,ZAH,5.009638554216867,3.0,48,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.06738550567385504
4,3.3333333333333335,16,6,4.0,4.0,0,0,0,5,1,5,1,0,3,1,0,7.199999999999999,1.7999999999999998,10.799999999999999,1.7999999999999998,0.0,9.0,,0.375,0.375,0.5625,0.9375,0.5,0.0625,0.3125,0.0,0.2,0.8,0.25,213.2941176470588,1.6466420672421374,0.021199999999999993,16,0,0,0,0,1,4,1,0,1.0,FP-S,S10,3032,False,GOB,GOB,1.9096385542168672,3.6666666666666665,127,3.2175309743146627,0.0,2.0,0.0,0.0,0,0,1,0,0.0,-0.10047633979662078
1,4.0,17,6,2.0,2.0,0,0,0,2,1,1,1,2,4,2,0,3.0,1.5,9.0,1.5,0.0,3.0,,0.35294117647058826,0.35294117647058826,0.8235294117647058,1.1764705882352942,0.35714285714285715,0.058823529411764705,0.11764705882352941,0.0,0.3333333333333333,0.6666666666666666,0.5,224.33333333333334,-1.122392851530051,0.20529999999999995,17,0,0,3,1,3,6,0,1,0.0,NH-H,S10,3034,False,ZAH,ZAH,3.2596385542168673,3.3333333333333335,135,3.1013075220702984,1.0,0.0,0.0,0.0,1,0,0,0,1.0,0.1804388937635726
3,15.0,64,15,8.0,8.0,7,0,0,13,4,5,6,7,13,3,0,3.2,1.4666666666666666,6.0,1.6,2.8,5.2,1.8571428571428572,0.2631578947368421,0.34375,0.5964912280701754,0.9402412280701754,0.275,0.0625,0.203125,0.109375,0.5,0.5,1.0,236.546875,-2.5610561056105627,0.1998999999999999,57,0,0,5,1,16,16,0,0,,NT-S,S10,3041,False,BEE,BEE,4.142971887550201,14.666666666666666,96,9.69635328836425,3.0,2.0,2.0,0.0,2,0,0,0,1.0,0.5128570782714281
2,9.0,36,9,4.0,4.0,1,0,0,7,2,6,2,3,10,4,0,2.6666666666666665,1.1111111111111112,6.0,1.3333333333333333,0.6666666666666666,4.666666666666667,7.0,0.2571428571428571,0.2777777777777778,0.45714285714285713,0.734920634920635,0.2692307692307692,0.05555555555555555,0.19444444444444445,0.027777777777777776,0.2631578947368421,0.7368421052631579,0.35714285714285715,241.89473684210526,-1.7428197701188077,0.15779999999999988,35,0,0,1,0,5,14,1,1,0.5,WC-S,S10,3058,False,SEO,SEO,2.676305220883534,7.666666666666667,85,4.529381181055889,2.0,0.0,0.0,0.0,1,0,0,0,1.0,0.3187046775989649
7,16.666666666666668,72,19,11.0,11.0,5,0,0,28,8,9,8,2,7,3,0,3.9599999999999995,1.44,6.84,2.88,1.7999999999999998,10.08,5.6,0.2835820895522388,0.3333333333333333,0.6865671641791045,1.0199004975124377,0.3548387096774194,0.1111111111111111,0.3888888888888889,0.06944444444444445,0.5238095238095238,0.47619047619047616,1.1,246.21917808219177,-1.0659775395802056,0.24330000000000002,67,0,0,1,1,11,10,0,1,0.0,TT-H,S10,3059,False,KIR,KIR,4.789638554216867,17.333333333333332,101,12.086598597930294,4.0,3.0,1.0,1.0,2,2,0,0,0.5,0.3954431551321888
1,3.0,13,5,2.0,2.0,1,0,0,3,1,3,0,1,2,1,0,4.0,2.0,10.0,2.0,2.0,6.0,3.0,0.4166666666666667,0.46153846153846156,0.75,1.2115384615384617,0.5,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.25,0.75,0.3333333333333333,205.14285714285714,-0.11221122112211235,-0.012199999999999999,12,0,0,1,0,1,3,0,2,0.0,BB-H,S10,3061,False,ZAH,ZAH,4.342971887550201,2.3333333333333335,210,3.388330259907449,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0633737639908805
