G,IP,BF,H,R,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA+,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
8.0,7.0,33.0,9.0,5.0,3.0,0.0,0.0,5.0,0.0,5.0,3.0,2.0,7.0,4.0,0.0,4.285714285714286,1.7142857142857142,7.714285714285715,0.0,2.571428571428571,4.285714285714286,1.6666666666666667,0.3103448275862069,0.36363636363636365,0.4827586206896552,0.8463949843260188,0.36,0.0,0.15151515151515152,0.09090909090909091,0.3125,0.6875,0.45454545454545453,244.1818181818182,0.059000750705193394,-0.3464,29.0,1.0,0.0,3.0,1.0,5.0,11.0,0.0,0.0,0.0,S10,2350,TEX,False,TEX,1.0967694131594548,8.0,inf,0.0,0.0,7.0,0.0,0.0,2.0,1.0,4.0,0.0,0.6666666666666666,0.12473429817512986
9.0,31.333333333333332,136.0,38.0,26.0,9.0,1.0,0.0,19.0,6.0,19.0,15.0,16.0,35.0,4.0,0.0,4.9787234042553195,1.5,7.276595744680852,1.148936170212766,1.723404255319149,3.638297872340426,2.111111111111111,0.3064516129032258,0.34558823529411764,0.5887096774193549,0.9342979127134725,0.3137254901960784,0.04411764705882353,0.13970588235294118,0.0661764705882353,0.4583333333333333,0.5416666666666666,0.8461538461538461,235.52447552447552,6.105724896683277,-0.8274999999999999,124.0,3.0,0.0,9.0,4.0,33.0,39.0,5.0,3.0,0.625,S10,2390,HOU,False,HOU,3.3779244283570233,33.0,64.0,21.967669432918395,5.0,6.0,2.0,0.0,3.0,3.0,0.0,0.0,0.5,-0.07220052720140976
5.0,20.333333333333332,82.0,17.0,10.0,10.0,0.0,0.0,17.0,4.0,9.0,7.0,5.0,19.0,7.0,0.0,2.9508196721311477,1.3278688524590165,5.016393442622951,1.1803278688524592,2.9508196721311477,5.016393442622951,1.7,0.23943661971830985,0.32926829268292684,0.4788732394366197,0.8081415321195465,0.2549019607843137,0.04878048780487805,0.2073170731707317,0.12195121951219512,0.38095238095238093,0.6190476190476191,0.6153846153846154,244.8470588235294,-0.664304949232403,0.2384,71.0,1.0,0.0,3.0,1.0,16.0,26.0,1.0,2.0,0.3333333333333333,S10,2457,SFG,False,SFG,3.6002822937215155,21.333333333333332,132.0,6.877870457811915,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.3910371193518232
9.0,27.333333333333332,132.0,40.0,26.0,11.0,0.0,0.0,33.0,9.0,17.0,8.0,15.0,16.0,9.0,0.0,5.707317073170732,1.8658536585365855,8.78048780487805,1.975609756097561,2.414634146341464,7.2439024390243905,3.0,0.3333333333333333,0.38636363636363635,0.6833333333333333,1.0696969696969698,0.3924050632911392,0.06818181818181818,0.25,0.08333333333333333,0.4791666666666667,0.5208333333333334,0.92,235.63503649635035,9.67222262816298,-0.1428,120.0,1.0,0.0,13.0,1.0,23.0,25.0,4.0,1.0,0.8,S10,2461,PIT,False,PIT,4.312797287723915,28.666666666666668,60.0,20.482824524490905,6.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.6,-0.4446847698337012
3.0,8.0,33.0,7.0,4.0,3.0,0.0,0.0,6.0,1.0,3.0,3.0,1.0,11.0,2.0,0.0,3.0,1.25,5.25,0.75,2.25,4.5,2.0,0.23333333333333334,0.30303030303030304,0.4666666666666667,0.7696969696969698,0.2608695652173913,0.030303030303030304,0.18181818181818182,0.09090909090909091,0.2777777777777778,0.7222222222222222,0.38461538461538464,222.3939393939394,-2.315666393715357,-0.11610000000000002,30.0,0.0,0.0,2.0,1.0,5.0,13.0,0.0,0.0,0.0,S10,2474,OAK,False,OAK,2.4896265560165975,9.0,64.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36220101261718496
8.0,31.0,137.0,42.0,19.0,9.0,0.0,0.0,28.0,7.0,27.0,14.0,12.0,19.0,13.0,0.0,3.6774193548387095,1.6451612903225807,8.129032258064516,1.3548387096774193,1.741935483870968,5.419354838709677,3.111111111111111,0.328125,0.3722627737226277,0.5625,0.9347627737226277,0.3763440860215054,0.051094890510948905,0.20437956204379562,0.06569343065693431,0.4838709677419355,0.5161290322580645,0.9375,249.50704225352112,1.4486089990396345,-0.5811,128.0,0.0,0.0,7.0,1.0,30.0,32.0,2.0,3.0,0.4,S10,2477,BOS,False,BOS,3.2396265560165975,32.0,94.0,14.478404199114692,6.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.6,0.3974696799340348
1.0,2.0,15.0,8.0,8.0,1.0,0.0,0.0,3.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,24.0,4.5,24.0,12.0,3.0,9.0,3.0,0.5714285714285714,0.6,1.5,2.1,0.5714285714285714,0.26666666666666666,0.2,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.5,144.53333333333333,6.6664524421593825,-0.6250999999999999,14.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,S10,2498,SDP,False,SDP,25.739626556016596,2.3333333333333335,13.0,7.4235641891891895,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.607265983649734
3.0,7.0,29.0,4.0,4.0,4.0,0.0,0.0,6.0,2.0,1.0,5.0,1.0,7.0,2.0,0.0,3.4285714285714284,1.1428571428571428,3.4285714285714284,1.7142857142857142,3.4285714285714284,5.142857142857142,1.5,0.16,0.27586206896551724,0.44,0.7158620689655173,0.11764705882352941,0.06896551724137931,0.20689655172413793,0.13793103448275862,0.4,0.6,0.6666666666666666,264.51724137931035,-0.8704480838399782,-0.2337,25.0,0.0,0.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,S10,2499,TOR,False,TOR,4.953912270302312,8.0,104.0,3.2713414634146343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018447121453259
3.0,4.666666666666667,23.0,7.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,6.0,2.0,2.0,0.0,5.142857142857142,1.9285714285714284,9.0,1.2857142857142856,2.571428571428571,2.571428571428571,1.0,0.3333333333333333,0.391304347826087,0.8571428571428571,1.2484472049689441,0.3333333333333333,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.6666666666666666,0.3333333333333333,2.0,233.70833333333334,-1.6646899121886949,-0.9705999999999998,21.0,0.0,0.0,4.0,2.0,8.0,4.0,1.0,0.0,1.0,S10,2501,MIA,False,MIA,4.453912270302311,5.333333333333333,27.0,8.42356418918919,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25751719075371593
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,-0.4235641891891892,-0.011399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S10,2523,MTL,False,MTL,inf,0.3333333333333333,19.0,0.7304582210242587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463150362899992
9.0,46.0,189.0,44.0,16.0,19.0,3.0,0.0,22.0,7.0,23.0,32.0,32.0,30.0,10.0,0.0,2.0869565217391304,1.3695652173913044,5.739130434782609,0.9130434782608696,2.4782608695652173,2.8695652173913047,1.1578947368421053,0.2634730538922156,0.3333333333333333,0.47305389221556887,0.8063872255489022,0.2624113475177305,0.037037037037037035,0.1164021164021164,0.10052910052910052,0.6428571428571429,0.35714285714285715,1.8,246.8051282051282,-13.285638588320305,1.5331999999999997,167.0,3.0,0.0,14.0,0.0,72.0,40.0,6.0,4.0,0.6,S10,2544,OAK,False,OAK,3.5004961212339887,46.333333333333336,96.0,20.445271628705285,7.0,7.0,5.0,0.0,4.0,3.0,0.0,0.0,0.5714285714285714,2.0767425419662033
3.0,11.333333333333334,58.0,21.0,13.0,5.0,0.0,0.0,7.0,3.0,15.0,0.0,5.0,8.0,12.0,0.0,6.88235294117647,2.2941176470588234,11.117647058823529,1.5882352941176472,2.6470588235294117,3.7058823529411757,1.4,0.39622641509433965,0.4482758620689655,0.6415094339622641,1.0897852960312298,0.4186046511627907,0.05172413793103448,0.1206896551724138,0.08620689655172414,0.23076923076923078,0.7692307692307693,0.3,211.4262295081967,6.9645505218956645,-0.2225000000000001,53.0,0.0,0.0,2.0,1.0,6.0,20.0,2.0,1.0,0.6666666666666666,S10,2555,STL,False,STL,4.76903832072248,12.0,69.0,7.422474747474747,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,-0.46685524466691025
5.0,11.333333333333334,54.0,16.0,14.0,6.0,0.0,0.0,18.0,8.0,4.0,3.0,3.0,5.0,3.0,0.0,7.411764705882352,1.9411764705882353,8.470588235294116,4.235294117647058,3.1764705882352944,9.529411764705882,3.0,0.3404255319148936,0.4074074074074074,0.9574468085106383,1.3648542159180457,0.36363636363636365,0.14814814814814814,0.3333333333333333,0.1111111111111111,0.4666666666666667,0.5333333333333333,0.875,218.24561403508773,8.02591699109513,-0.6678000000000002,47.0,1.0,0.0,3.0,1.0,7.0,8.0,2.0,1.0,0.6666666666666666,S10,2585,ATL,False,ATL,8.827861850134244,13.333333333333334,42.0,13.37847020528666,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,-0.5888263610711779
6.0,19.333333333333332,74.0,14.0,9.0,6.0,0.0,0.0,11.0,2.0,8.0,10.0,9.0,18.0,6.0,0.0,2.793103448275862,1.0344827586206897,4.344827586206897,0.6206896551724139,1.8620689655172415,3.413793103448276,1.8333333333333333,0.20588235294117646,0.2702702702702703,0.36764705882352944,0.6379173290937997,0.21818181818181817,0.02702702702702703,0.14864864864864866,0.08108108108108109,0.4782608695652174,0.5217391304347826,0.9166666666666666,264.67105263157896,-2.947718048486159,0.34159999999999996,68.0,0.0,0.0,3.0,1.0,22.0,24.0,1.0,1.0,0.5,S10,2593,ANA,False,ANA,2.3775575904993564,20.333333333333332,157.0,5.525894897182026,3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.5877094903085566
6.0,24.0,96.0,23.0,12.0,4.0,0.0,0.0,18.0,3.0,12.0,14.0,10.0,24.0,2.0,1.0,3.0,1.125,5.75,0.75,1.0,4.5,4.5,0.25274725274725274,0.28125,0.45054945054945056,0.7317994505494505,0.28169014084507044,0.03125,0.1875,0.041666666666666664,0.5094339622641509,0.49056603773584906,1.0384615384615385,251.24489795918367,-1.4598794290093244,0.3932,91.0,1.0,0.0,7.0,1.0,27.0,26.0,2.0,0.0,1.0,S10,2606,TEX,False,TEX,1.8646265560165975,25.0,99.0,10.775247959578566,6.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5260152105246393
8.0,14.0,58.0,14.0,10.0,8.0,0.0,1.0,7.0,5.0,5.0,10.0,12.0,5.0,2.0,0.0,4.285714285714286,1.5714285714285714,6.0,2.142857142857143,3.4285714285714284,3.0,0.875,0.28,0.3793103448275862,0.68,1.0593103448275862,0.23684210526315788,0.08620689655172414,0.1206896551724138,0.13793103448275862,0.7941176470588235,0.20588235294117646,3.857142857142857,259.63793103448273,-2.408225722529629,-0.25799999999999995,50.0,0.0,0.0,3.0,1.0,27.0,7.0,0.0,1.0,0.0,S10,2621,NYY,False,NYY,6.596769413159454,17.0,72.0,10.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.47042237977561907
1.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,283.5,-0.21414141414141413,0.0004,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,S10,2625,LAD,False,LAD,1.2396265560165975,1.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02933137615630197
2.0,7.333333333333333,35.0,11.0,7.0,4.0,0.0,0.0,12.0,1.0,8.0,3.0,1.0,4.0,0.0,0.0,5.7272727272727275,2.0454545454545454,9.0,0.8181818181818183,3.2727272727272734,9.818181818181818,3.0,0.3548387096774194,0.42857142857142855,0.5161290322580645,0.9447004608294931,0.5555555555555556,0.02857142857142857,0.34285714285714286,0.11428571428571428,0.5,0.5,1.0,226.3658536585366,0.9797747418154288,-0.06729999999999998,31.0,0.0,0.0,2.0,0.0,4.0,4.0,4.0,2.0,0.6666666666666666,S10,2629,PIT,False,PIT,1.375990192380234,7.666666666666667,73.0,4.4975550122249395,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04057413380626691
4.0,17.666666666666668,73.0,14.0,5.0,10.0,0.0,0.0,15.0,3.0,9.0,8.0,9.0,14.0,3.0,0.0,1.6981132075471697,1.3584905660377358,4.754716981132075,1.0188679245283019,3.3962264150943398,5.094339622641509,1.5,0.2222222222222222,0.3287671232876712,0.3968253968253968,0.725592520113068,0.24444444444444444,0.0410958904109589,0.2054794520547945,0.136986301369863,0.5405405405405406,0.4594594594594595,1.1764705882352942,247.65753424657535,-4.044943396600176,0.23840000000000006,63.0,0.0,0.0,2.0,0.0,20.0,17.0,0.0,1.0,0.0,S10,2657,SEA,False,SEA,3.447173725827918,19.0,269.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.693473407748878
7.0,29.333333333333332,133.0,28.0,17.0,21.0,0.0,0.0,38.0,4.0,12.0,12.0,12.0,16.0,6.0,0.0,3.4772727272727275,1.6704545454545454,5.7272727272727275,0.8181818181818183,4.295454545454546,7.7727272727272725,1.8095238095238095,0.2545454545454545,0.3684210526315789,0.509090909090909,0.877511961722488,0.34285714285714286,0.03007518796992481,0.2857142857142857,0.15789473684210525,0.5510204081632653,0.4489795918367347,1.2272727272727273,243.3913043478261,-1.9498447367825587,-0.17599999999999988,110.0,2.0,0.0,8.0,4.0,27.0,22.0,4.0,1.0,0.8,S10,2659,NYM,False,NYM,2.569172010562052,30.0,108.0,11.827533761172795,6.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.5,0.721480584031933
10.0,11.666666666666666,55.0,15.0,10.0,8.0,0.0,0.0,11.0,3.0,10.0,2.0,4.0,10.0,5.0,0.0,5.142857142857143,1.9714285714285715,7.714285714285715,1.5428571428571431,4.114285714285714,5.6571428571428575,1.375,0.3191489361702128,0.41818181818181815,0.5531914893617021,0.9713733075435202,0.36363636363636365,0.05454545454545454,0.2,0.14545454545454545,0.375,0.625,0.6,232.30357142857142,1.3214445938353634,-0.015599999999999805,47.0,0.0,0.0,2.0,0.0,9.0,15.0,1.0,0.0,1.0,S10,2674,LAD,False,LAD,4.753912270302312,13.0,111.0,5.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.08557949602587904
6.0,24.333333333333332,108.0,30.0,16.0,9.0,0.0,0.0,14.0,5.0,17.0,17.0,14.0,15.0,7.0,2.0,3.945205479452055,1.6027397260273974,7.397260273972603,1.2328767123287672,2.219178082191781,3.4520547945205484,1.5555555555555556,0.30612244897959184,0.3611111111111111,0.5408163265306123,0.9019274376417235,0.3125,0.046296296296296294,0.12962962962962962,0.08333333333333333,0.6140350877192983,0.38596491228070173,1.5909090909090908,263.54545454545456,2.613532784806348,0.17719999999999986,98.0,1.0,0.0,8.0,0.0,35.0,22.0,2.0,0.0,1.0,S10,2678,TBR,False,TBR,3.8697635423179677,25.0,89.0,11.925049990753926,6.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.16617739759603536
1.0,1.3333333333333333,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,2.25,13.5,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,1.0,1.4285714285714286,0.42857142857142855,0.0,0.0,0.0,0.75,0.25,3.0,216.71428571428572,0.6196845544130251,0.1386,7.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,S10,2689,SEA,False,SEA,1.2396265560165975,2.0,43.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03425813384374055
7.0,9.333333333333334,37.0,8.0,3.0,3.0,0.0,0.0,6.0,1.0,3.0,3.0,4.0,11.0,1.0,1.0,1.9285714285714284,1.1785714285714286,5.142857142857142,0.6428571428571428,1.9285714285714284,3.8571428571428568,2.0,0.25,0.2972972972972973,0.5,0.7972972972972974,0.25925925925925924,0.02702702702702703,0.16216216216216217,0.08108108108108109,0.4,0.6,0.6666666666666666,258.8421052631579,-7.111136809385992,0.14640000000000014,32.0,2.0,0.0,3.0,1.0,8.0,12.0,0.0,1.0,0.0,S10,2702,TEX,False,TEX,2.3110551274451687,10.0,63.0,6.70157768614142,0.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,0.6666666666666666,0.8575825236685695
1.0,3.3333333333333335,15.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,1.7999999999999998,1.5,5.3999999999999995,1.7999999999999998,3.5999999999999996,3.5999999999999996,1.0,0.23076923076923078,0.3333333333333333,0.6153846153846154,0.9487179487179487,0.2,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.5,0.5,1.0,243.53333333333333,-0.731350849783678,-0.10099999999999998,13.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,0.0,1.0,S10,2715,PHI,False,PHI,5.7396265560165975,4.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.132514345544572
5.0,25.0,104.0,23.0,11.0,12.0,0.0,0.0,30.0,2.0,13.0,5.0,13.0,17.0,4.0,0.0,2.64,1.4,5.5200000000000005,0.48,2.88,7.199999999999999,2.5,0.25555555555555554,0.33653846153846156,0.4222222222222222,0.7587606837606837,0.35,0.019230769230769232,0.28846153846153844,0.11538461538461539,0.5227272727272727,0.4772727272727273,1.0952380952380953,250.64150943396226,-4.548677149710175,0.9143,90.0,2.0,0.0,7.0,1.0,23.0,21.0,1.0,1.0,0.5,S10,2720,MIL,False,MIL,1.3196265560165976,25.666666666666668,142.0,7.702369201414128,4.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,0.8665639215633665
8.0,23.0,108.0,40.0,19.0,6.0,0.0,0.0,18.0,5.0,27.0,11.0,8.0,20.0,4.0,1.0,4.956521739130435,2.0,10.434782608695652,1.3043478260869565,1.5652173913043477,4.695652173913044,3.0,0.4,0.42592592592592593,0.64,1.065925925925926,0.4430379746835443,0.046296296296296294,0.16666666666666666,0.05555555555555555,0.5,0.5,1.0,225.5045045045045,3.507829695328041,-0.18030000000000004,100.0,2.0,0.0,7.0,1.0,24.0,24.0,2.0,2.0,0.5,S10,2724,MTL,False,MTL,3.283104816886163,24.333333333333332,47.0,21.963610563824204,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.07674770654386606
3.0,4.0,18.0,4.0,1.0,2.0,1.0,0.0,6.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.5,1.5,6.0,0.0,3.0,9.0,3.0,0.25,0.3333333333333333,0.4375,0.7708333333333333,0.4,0.0,0.3333333333333333,0.1111111111111111,0.5,0.5,1.0,268.94444444444446,-4.862194115065035,0.08889999999999995,16.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,S10,2730,ATL,False,ATL,-0.26037344398340245,5.333333333333333,87.0,2.606741573033708,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5574745241859486
9.0,34.0,150.0,43.0,24.0,10.0,0.0,0.0,22.0,9.0,14.0,19.0,15.0,27.0,14.0,0.0,4.235294117647059,1.5588235294117647,7.588235294117647,1.5882352941176472,1.7647058823529411,3.882352941176471,2.2,0.3115942028985507,0.35333333333333333,0.6956521739130435,1.0489855072463767,0.3119266055045872,0.06,0.14666666666666667,0.06666666666666667,0.47435897435897434,0.5256410256410257,0.9024390243902439,238.59602649006624,2.3868258799736792,-0.847,138.0,2.0,0.0,14.0,6.0,37.0,41.0,0.0,2.0,0.0,S10,2735,LAD,False,LAD,4.26903832072248,36.333333333333336,95.0,16.256891111810003,6.0,2.0,1.0,0.0,5.0,2.0,0.0,0.0,0.7142857142857143,0.35511001766467404
7.0,37.666666666666664,140.0,21.0,10.0,7.0,0.0,0.0,53.0,5.0,9.0,12.0,8.0,24.0,15.0,0.0,1.592920353982301,0.7433628318584071,3.345132743362832,0.7964601769911506,1.1150442477876106,8.442477876106196,7.571428571428571,0.15789473684210525,0.2,0.3233082706766917,0.5233082706766917,0.21333333333333335,0.03571428571428571,0.37857142857142856,0.05,0.35,0.65,0.5384615384615384,268.15277777777777,-15.73768935074088,1.1297,133.0,0.0,0.0,7.0,0.0,21.0,39.0,4.0,0.0,1.0,S10,2738,OAK,False,OAK,0.7086531046891639,38.333333333333336,162.0,10.061269792519793,7.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,0.6666666666666666,2.127975367025327
7.0,11.0,47.0,14.0,6.0,5.0,0.0,0.0,9.0,2.0,7.0,7.0,2.0,8.0,2.0,0.0,3.272727272727273,1.7272727272727273,7.636363636363637,1.0909090909090908,2.727272727272727,4.909090909090909,1.8,0.3333333333333333,0.40425531914893614,0.5952380952380952,0.9994934143870313,0.3870967741935484,0.0425531914893617,0.19148936170212766,0.10638297872340426,0.5833333333333334,0.4166666666666667,1.4,234.87234042553192,-3.4503464848552596,-0.3920000000000002,42.0,0.0,0.0,5.0,0.0,14.0,10.0,0.0,0.0,0.0,S10,2743,NYY,False,NYY,3.3305356469256884,11.0,94.0,5.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.5310896649262992
9.0,39.333333333333336,166.0,37.0,29.0,15.0,0.0,0.0,52.0,16.0,9.0,14.0,18.0,21.0,9.0,0.0,4.423728813559322,1.3220338983050848,5.6440677966101696,2.4406779661016946,2.288135593220339,7.932203389830509,3.466666666666667,0.24666666666666667,0.3132530120481928,0.6466666666666666,0.9599196787148594,0.25301204819277107,0.0963855421686747,0.3132530120481928,0.09036144578313253,0.5238095238095238,0.47619047619047616,1.1,253.93529411764706,4.059922230555765,-1.6443,150.0,1.0,0.0,12.0,0.0,33.0,30.0,1.0,3.0,0.25,S10,2744,BAL,False,BAL,5.027762149236937,39.333333333333336,75.0,22.42828282828283,6.0,5.0,3.0,0.0,1.0,5.0,0.0,0.0,0.16666666666666666,0.2511382605437499
5.0,29.0,118.0,22.0,12.0,14.0,1.0,0.0,31.0,4.0,12.0,9.0,14.0,22.0,5.0,0.0,2.4827586206896552,1.2413793103448276,4.551724137931034,0.8275862068965517,2.896551724137931,6.413793103448276,2.2142857142857144,0.21359223300970873,0.3050847457627119,0.3883495145631068,0.6934342603258187,0.2608695652173913,0.03389830508474576,0.2627118644067797,0.11864406779661017,0.49056603773584906,0.5094339622641509,0.9629629629629629,263.1382113821138,-7.221896140259359,0.7829999999999999,103.0,1.0,0.0,6.0,0.0,26.0,27.0,4.0,2.0,0.6666666666666666,S10,2782,MIN,False,MIN,2.3430748318786665,29.0,176.0,7.0,5.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.5,1.1893064638134088
4.0,17.0,87.0,32.0,21.0,9.0,0.0,0.0,6.0,5.0,18.0,3.0,7.0,8.0,22.0,0.0,7.411764705882353,2.411764705882353,11.294117647058822,1.7647058823529411,3.1764705882352944,2.1176470588235294,0.6666666666666666,0.41025641025641024,0.47126436781609193,0.7564102564102564,1.2276746242263483,0.40298507462686567,0.05747126436781609,0.06896551724137931,0.10344827586206896,0.3181818181818182,0.6818181818181818,0.4666666666666667,215.65555555555557,10.140265809104644,-0.8118,78.0,0.0,0.0,6.0,3.0,14.0,30.0,2.0,1.0,0.6666666666666666,S10,2791,CIN,False,CIN,5.945508908957774,17.666666666666668,70.0,10.759336099585063,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.66962686962648
11.0,19.666666666666668,75.0,15.0,9.0,5.0,0.0,0.0,10.0,2.0,7.0,12.0,14.0,13.0,6.0,0.0,2.7457627118644066,1.0169491525423728,4.576271186440678,0.6101694915254237,1.5254237288135593,3.0508474576271185,2.0,0.22058823529411764,0.26666666666666666,0.45588235294117646,0.7225490196078431,0.22413793103448276,0.02666666666666667,0.13333333333333333,0.06666666666666667,0.5957446808510638,0.40425531914893614,1.4736842105263157,282.1604938271605,-8.398751279552176,1.1852,68.0,2.0,0.0,2.0,4.0,28.0,19.0,4.0,2.0,0.6666666666666666,S10,2792,SEA,False,SEA,2.307423166186089,22.333333333333332,73.0,13.039499807462175,0.0,11.0,0.0,0.0,4.0,3.0,1.0,0.0,0.5714285714285714,1.1367714307862387
8.0,15.666666666666666,67.0,15.0,10.0,8.0,0.0,0.0,9.0,4.0,9.0,8.0,6.0,20.0,1.0,0.0,3.8297872340425534,1.4680851063829787,5.74468085106383,1.5319148936170215,3.063829787234043,3.446808510638298,1.125,0.25862068965517243,0.34328358208955223,0.5344827586206896,0.8777663407102418,0.2391304347826087,0.05970149253731343,0.13432835820895522,0.11940298507462686,0.43243243243243246,0.5675675675675675,0.7619047619047619,233.62857142857143,-2.0759004507241574,-0.6554,58.0,1.0,0.0,0.0,2.0,16.0,21.0,2.0,1.0,0.6666666666666666,S10,2795,MTL,False,MTL,4.941754215591066,18.666666666666668,104.0,7.62831224045877,1.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.2,0.4728174089347945
6.0,25.0,100.0,19.0,8.0,10.0,0.0,0.0,41.0,5.0,11.0,5.0,11.0,10.0,4.0,0.0,1.92,1.16,4.5600000000000005,1.2000000000000002,2.4000000000000004,9.84,4.1,0.21348314606741572,0.29,0.42696629213483145,0.7169662921348314,0.3181818181818182,0.05,0.41,0.1,0.5757575757575758,0.42424242424242425,1.3571428571428572,257.43689320388347,-6.842714218865323,0.41780000000000006,89.0,1.0,0.0,2.0,1.0,19.0,14.0,2.0,1.0,0.6666666666666666,S10,2810,SFG,False,SFG,1.7596265560165976,25.666666666666668,119.0,9.206780678067807,5.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0801331589945602
8.0,26.333333333333332,108.0,32.0,16.0,9.0,1.0,0.0,9.0,5.0,15.0,17.0,22.0,12.0,7.0,0.0,3.645569620253165,1.5569620253164558,7.291139240506329,1.139240506329114,2.050632911392405,2.050632911392405,1.0,0.3333333333333333,0.37962962962962965,0.6354166666666666,1.0150462962962963,0.3176470588235294,0.046296296296296294,0.08333333333333333,0.08333333333333333,0.7121212121212122,0.2878787878787879,2.473684210526316,253.9051724137931,-0.8091677004661146,-0.6226,96.0,3.0,0.0,10.0,2.0,47.0,19.0,6.0,4.0,0.6,S10,2814,TEX,False,TEX,4.049753138295079,26.666666666666668,91.0,12.44215464739061,6.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.5084474461232816
