Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,GIDP,SB,CS,H,TB,PA,R,RBI,RE24,WAR,WPA,Teams
10133,10,S10,9,4,2,4,10,7,0,11,11,0,4,6,3,1,0,0,20,40,62,18,18,10.781491002570696,1.3079625583427947,0.5249999999999998,PHI @ PIT
10134,10,S10,9,4,0,4,8,3,0,7,8,1,4,2,10,1,1,1,16,32,50,9,9,2.383033419023137,0.4310501132000187,0.2089999999999999,CWS @ SDP
10135,10,S10,9,2,0,3,7,2,0,7,10,0,8,3,3,2,1,0,12,21,45,6,6,-0.6169665809768633,0.1088101011272066,0.0752,TEX @ SEA
10136,10,S10,10,0,0,1,5,6,0,5,5,0,4,8,5,4,3,2,6,7,39,3,3,-3.616966580976863,-0.1986032362303974,-0.3666,SEA @ ANA
10137,10,S10,10,0,0,2,6,4,0,11,3,0,13,2,4,0,0,0,8,10,45,1,1,-5.616966580976863,-0.3948965675515954,-0.7574000000000002,HOU @ CWS
10138,10,S10,10,4,0,2,2,3,0,11,10,0,6,5,4,0,0,0,8,22,47,5,5,-2.2185089974293053,-0.0476374718392356,-0.1946,ATL @ COL
10139,10,S10,10,1,3,6,7,4,0,5,8,1,9,6,6,1,0,1,17,32,55,9,9,1.7814910025706947,0.3857225462699826,-0.0559999999999999,CLE @ DET
10140,10,S10,10,2,3,10,11,8,0,16,2,0,7,7,2,0,1,2,26,48,68,21,21,13.781491002570696,1.641322576452013,0.9964000000000004,KCR @ LAD
10141,10,S10,10,2,0,2,6,5,0,10,7,0,3,5,8,0,2,0,10,18,49,5,5,-1.7465618027098335,0.0143839223479196,-0.0809,BOS @ MIN
10142,10,S10,10,2,0,0,1,3,0,12,10,0,1,2,8,0,0,0,3,9,39,3,3,-3.616966580976863,-0.2171365796244075,-0.2974,CIN @ MTL
10143,10,S10,10,2,1,5,7,8,0,10,12,0,5,7,8,3,2,1,15,28,66,12,11,2.3753213367609263,0.4932922725134319,0.4074,TBR @ NYY
10144,10,S10,10,2,1,4,8,7,0,13,6,0,1,7,7,2,0,0,15,27,56,14,14,6.781491002570695,0.8857225462699826,0.5643999999999999,TOR @ OAK
10145,10,S10,10,5,1,3,1,6,0,13,4,0,6,5,4,0,0,1,10,30,48,8,8,1.3830334190231364,0.3199301071636127,-0.1134,NYM @ PHI
10146,10,S10,10,2,1,1,7,2,0,7,9,0,1,7,6,3,2,0,11,20,43,5,5,-1.616966580976863,0.0051034324484045,-0.3031999999999999,MIL @ PIT
10147,10,S10,10,1,0,2,5,3,0,10,7,0,3,4,8,3,1,1,8,13,43,3,3,-4.218508997429305,-0.2550508091968396,-0.6564000000000001,FLA @ SDP
10148,10,S10,10,3,1,4,10,4,0,9,14,1,4,6,5,1,4,1,18,33,60,9,9,1.950499192921624,0.4359833834142936,0.1774,ARI @ SFG
10149,10,S10,10,4,1,3,4,6,0,12,6,0,3,5,6,1,1,0,12,29,50,10,10,3.383033419023137,0.5273434445212167,0.8051999999999998,CHC @ STL
10150,10,S10,10,3,0,5,4,3,0,7,1,0,6,11,5,2,2,2,12,26,46,5,5,-2.2185089974293053,-0.0365174658028295,-0.2496,BAL @ TEX
10151,10,S10,11,1,0,6,4,2,0,8,11,0,8,4,4,0,0,1,11,20,48,4,4,-3.2185089974293053,-0.1402241344816316,-0.3115999999999999,TBR @ ANA
10152,10,S10,11,3,2,4,2,3,0,8,7,0,5,7,4,0,0,0,11,28,46,7,7,0.3830334190231368,0.2088101011272066,0.0962000000000001,SDP @ ARI
10153,10,S10,11,1,0,3,5,3,0,5,10,0,9,6,4,2,2,0,9,15,46,3,3,-4.218508997429305,-0.2439308031604336,-0.6446000000000001,DET @ CWS
10154,10,S10,11,2,0,2,5,4,0,12,10,0,2,7,3,1,0,1,9,17,47,2,2,-5.218508997429305,-0.3439308031604335,-0.5476,STL @ CIN
10155,10,S10,11,4,2,5,3,2,0,10,7,1,4,6,7,0,1,2,14,35,50,10,10,2.7814910025706947,0.4746025402335764,0.4948000000000002,LAD @ COL
10156,10,S10,11,4,0,4,7,5,0,11,8,0,8,2,2,2,0,0,15,31,51,12,11,5.383033419023136,0.7273434445212166,0.0751999999999999,NYY @ HOU
10157,10,S10,11,4,0,6,7,7,0,9,8,0,6,3,6,1,2,0,17,35,56,10,10,3.3830334190231373,0.553290125272831,0.4836000000000003,ATL @ FLA
10158,10,S10,11,2,0,2,4,6,0,10,9,0,0,5,14,3,0,0,8,16,52,3,3,-5.249371608111967,-0.3321903895134917,-0.6674,CHC @ MIL
10159,10,S10,11,3,1,5,2,3,0,13,8,0,5,4,5,0,0,1,11,27,49,6,6,-1.2185089974293053,0.0634825341971704,-0.1812,KCR @ MIN
10160,10,S10,11,2,3,3,2,3,0,12,7,0,9,4,3,0,0,1,10,25,48,3,3,-4.218508997429305,-0.2402241344816315,-0.26,PHI @ MTL
10161,10,S10,11,1,1,7,3,3,0,18,11,0,4,10,4,1,1,0,12,24,62,5,5,-4.624678663239074,-0.2289477395593801,-0.5132000000000001,PIT @ NYM
10162,10,S10,11,2,0,5,15,6,0,10,11,0,6,2,4,0,2,2,22,33,61,13,13,6.432532669237362,0.8841867310458674,1.3056,CLE @ SFG
