win,loss,save,holds,Season,Game ID
604,59,175.0,[np.int64(604)],S4,131
352,58,,[],S4,132
321,201,,[],S4,133
164,535,165.0,[np.int64(478)],S4,134
708,5,,[],S4,135
76,375,,[],S4,136
471,395,,[],S4,137
42,93,,[np.int64(716)],S4,138
183,166,,[],S4,139
653,74,,[],S4,140
150,152,,[np.int64(687)],S4,141
646,233,413.0,[],S4,143
258,111,376.0,[np.int64(227)],S4,144
392,284,175.0,[],S4,145
37,517,562.0,[],S4,146
605,211,,[],S4,147
39,58,,[],S4,148
337,744,,[],S4,149
478,181,165.0,[np.int64(478)],S4,150
166,742,,[],S4,151
524,394,,[],S4,152
3,585,,[],S4,153
495,94,,[],S4,155
201,109,,[],S4,156
195,646,,[],S4,157
268,227,,[],S4,158
235,218,527.0,[],S4,159
182,285,,[],S4,160
708,217,,[np.int64(270)],S4,161
321,352,,[],S4,162
58,59,,[np.int64(58)],S4,163
604,75,,[],S4,164
336,20,,[],S4,165
250,395,131.0,[],S4,166
21,716,,[],S4,167
196,4,,[],S4,168
93,130,,[],S4,169
729,150,,[],S4,170
714,258,,[],S4,173
517,112,,[],S4,174
216,58,74.0,[],S4,175
337,286,,[],S4,176
605,535,,[],S4,179
478,624,,[],S4,180
131,2,250.0,[np.int64(375)],S4,181
653,394,,[],S4,182
471,729,,[],S4,183
42,166,,[],S4,184
92,752,,[],S4,185
270,495,,[],S4,186
111,195,,[],S4,187
175,713,,[],S4,188
219,345,,[],S4,189
286,5,,[],S4,190
164,562,,[],S4,191
636,211,,[],S4,192
188,39,,[],S4,193
527,253,,[],S4,194
76,708,,[],S4,195
481,742,,[],S4,196
395,42,,[],S4,197
342,585,495.0,[np.int64(320)],S4,198
127,150,,[],S4,199
220,94,,[],S4,200
754,646,713.0,[],S4,201
714,70,,[],S4,202
109,745,,[],S4,203
285,216,234.0,[],S4,204
235,182,,[],S4,205
321,310,,[],S4,206
336,352,,[],S4,207
636,148,,[],S4,208
604,610,,[],S4,210
713,394,227.0,[np.int64(713)],S4,212
4,21,,[],S4,213
3,195,,[],S4,214
91,524,,[],S4,215
201,342,,[],S4,216
74,391,,[],S4,217
600,669,,[],S4,218
517,164,,[],S4,219
59,352,,[],S4,220
535,58,,[],S4,221
196,777,,[],S4,222
275,337,,[],S4,223
413,124,,[],S4,224
37,268,,[],S4,225
375,646,,[],S4,226
166,395,,[],S4,227
585,636,471.0,[np.int64(585)],S4,228
754,716,,[],S4,229
495,653,,[],S4,230
93,304,,[np.int64(91)],S4,231
220,165,,[],S4,232
270,109,,[],S4,233
745,714,,[],S4,234
812,802,,[],S4,235
275,562,,[],S4,236
517,391,,[],S4,237
605,5,,[],S4,238
39,217,,[],S4,239
75,336,,[],S4,240
165,321,,[],S4,241
517,37,,[],S4,242
4,258,,[],S4,243
788,18,713.0,"[np.int64(754), np.int64(788), np.int64(376)]",S4,244
352,339,,[],S4,245
92,216,,[],S4,246
600,714,,[],S4,248
646,58,,[],S4,249
291,812,,[],S4,251
716,76,,[],S4,252
708,268,,[],S4,253
112,285,,[],S4,254
606,194,582.0,"[np.int64(320), np.int64(606)]",S4,255
235,337,,[],S4,256
131,166,250.0,[],S4,257
20,59,,[np.int64(164)],S4,258
129,788,,"[np.int64(3), np.int64(653)]",S4,259
646,264,,[np.int64(413)],S4,261
390,42,,[],S4,262
669,745,,[],S4,264
646,93,,[],S4,265
697,111,,[],S4,266
164,517,165.0,[],S4,267
522,775,719.0,[],S4,269
644,646,,[],S4,270
165,3,,[np.int64(478)],S4,271
