G,IP,BF,H,R,ER,BB,IBB,Auto BB,K,HR,1B,RGO,LGO,FO,PO,LO,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,SB_A,CS_A,SB%_A,Season,Pitcher ID,Team,is_sub_row,Last Team,FIP,nIP,ERA-,nRuns,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
10.0,48.333333333333336,220.0,62.0,39.0,39.0,17.0,0.0,0.0,55.0,12.0,33.0,16.0,12.0,42.0,5.0,0.0,4.841379310344827,1.6344827586206896,7.69655172413793,1.489655172413793,2.1103448275862067,6.827586206896552,3.235294117647059,0.31313131313131315,0.35909090909090907,0.5909090909090909,0.95,0.36764705882352944,0.05454545454545454,0.25,0.07727272727272727,0.41975308641975306,0.5802469135802469,0.723404255319149,245.33333333333334,5.544166857849779,0.37990000000000007,198.0,5.0,0.0,15.0,2.0,34.0,47.0,2.0,3.0,0.4,S2,75,COL,False,COL,3.6914478930747388,49.0,133,38.0801730084761,8.0,9.0,7.0,0.0,3.0,5.0,1.0,0.0,0.375,0.10795163409199242
11.0,47.333333333333336,194.0,47.0,20.0,20.0,13.0,1.0,0.0,20.0,10.0,24.0,24.0,26.0,40.0,14.0,0.0,2.5352112676056335,1.2676056338028168,5.957746478873239,1.267605633802817,1.6478873239436618,2.535211267605634,1.5384615384615385,0.26256983240223464,0.30927835051546393,0.5027932960893855,0.8120716466048494,0.24503311258278146,0.05154639175257732,0.10309278350515463,0.06701030927835051,0.5178571428571429,0.48214285714285715,1.0740740740740742,253.2871794871795,-12.598173163918961,1.5532999999999997,179.0,2.0,0.0,13.0,0.0,58.0,54.0,2.0,2.0,0.5,S2,76,COL,False,COL,4.409903454026657,48.333333333333336,65,18.38133889779949,8.0,9.0,6.0,1.0,4.0,4.0,1.0,0.0,0.5,1.8439057439197701
2.0,5.666666666666667,20.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,0.0,2.1176470588235294,0.7058823529411764,3.1764705882352944,2.117647058823529,1.0588235294117645,3.1764705882352944,3.0,0.15789473684210525,0.2,0.47368421052631576,0.6736842105263158,0.07142857142857142,0.1,0.15,0.05,0.46153846153846156,0.5384615384615384,0.8571428571428571,288.1904761904762,-1.9419805674452206,0.4756,19.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,1.0,S2,91,DET,False,DET,5.7433748707623655,6.0,57,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25441335855151936
17.0,57.0,265.0,81.0,44.0,44.0,22.0,0.0,5.0,75.0,14.0,54.0,16.0,15.0,45.0,0.0,0.0,4.631578947368421,1.8070175438596492,8.526315789473685,1.4736842105263157,2.3157894736842106,7.894736842105264,3.409090909090909,0.3347107438016529,0.3886792452830189,0.5743801652892562,0.9630594105722751,0.43506493506493504,0.052830188679245285,0.2830188679245283,0.0830188679245283,0.47674418604651164,0.5232558139534884,0.9111111111111111,236.140625,7.111718340464889,-0.5570999999999996,242.0,1.0,0.0,10.0,3.0,41.0,45.0,4.0,0.0,1.0,S2,92,2TM,False,DET,3.403849586964636,57.666666666666664,115,38.63826212253329,13.0,9.0,6.0,0.0,4.0,6.0,0.0,0.0,0.4,0.0866809148962254
2.0,9.0,42.0,15.0,9.0,9.0,1.0,0.0,0.0,12.0,2.0,10.0,1.0,4.0,8.0,0.0,0.0,6.0,1.7777777777777777,10.0,1.3333333333333333,0.6666666666666666,8.0,12.0,0.36585365853658536,0.38095238095238093,0.6341463414634146,1.0150987224157957,0.48148148148148145,0.047619047619047616,0.2857142857142857,0.023809523809523808,0.42857142857142855,0.5714285714285714,0.75,235.02380952380952,2.4802971296696956,-0.09459999999999999,41.0,0.0,0.0,1.0,2.0,6.0,8.0,0.0,0.0,,S2,92,CLE,True,CLE,2.2401068969061564,9.0,158,8.31802971296697,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,-0.12157757917227521
15.0,48.0,223.0,66.0,35.0,35.0,21.0,0.0,5.0,63.0,12.0,44.0,15.0,11.0,37.0,0.0,0.0,4.375,1.8125,8.25,1.5,2.625,7.875,3.0,0.3283582089552239,0.3901345291479821,0.5621890547263682,0.9523235838743502,0.4251968503937008,0.053811659192825115,0.2825112107623318,0.09417040358744394,0.4861111111111111,0.5138888888888888,0.9459459459459459,236.35981308411215,4.631421210795191,-0.46250000000000013,201.0,1.0,0.0,9.0,1.0,35.0,37.0,4.0,0.0,1.0,S2,92,DET,True,DET,3.622051341350601,48.666666666666664,107,30.320232409566323,11.0,8.0,5.0,0.0,3.0,5.0,0.0,0.0,0.375,0.2082584940685009
1.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.4,2.4000000000000004,0.0,0.0,3.5999999999999996,,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.16666666666666666,0.0,0.2,0.0,0.4,0.6,0.6666666666666666,299.73333333333335,-4.253259139046926,0.7101,15.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,,S2,104,DET,False,DET,0.4845513413506011,5.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4704873902599406
7.0,32.666666666666664,142.0,32.0,21.0,21.0,17.0,0.0,1.0,41.0,4.0,20.0,8.0,10.0,25.0,4.0,0.0,3.857142857142857,1.5,5.877551020408164,0.7346938775510204,3.122448979591837,7.53061224489796,2.411764705882353,0.25806451612903225,0.34507042253521125,0.4274193548387097,0.772489777373921,0.35,0.028169014084507043,0.2887323943661972,0.11971830985915492,0.43137254901960786,0.5686274509803921,0.7586206896551724,256.73571428571427,-1.3236339803786108,-0.1624000000000001,124.0,1.0,0.0,7.0,1.0,22.0,29.0,1.0,2.0,0.3333333333333333,S2,110,2TM,False,HOU,2.327408484207744,32.333333333333336,114,21.52067483068381,6.0,4.0,4.0,1.0,2.0,4.0,0.0,0.0,0.3333333333333333,0.5598920408675421
3.0,16.0,78.0,21.0,14.0,14.0,12.0,0.0,1.0,17.0,1.0,14.0,5.0,7.0,13.0,2.0,0.0,5.25,2.0625,7.875,0.375,4.5,6.375,1.4166666666666667,0.3181818181818182,0.4230769230769231,0.4696969696969697,0.8927738927738929,0.4166666666666667,0.01282051282051282,0.21794871794871795,0.15384615384615385,0.4642857142857143,0.5357142857142857,0.8666666666666667,245.126582278481,3.621808740804846,-0.4564000000000002,66.0,0.0,0.0,5.0,1.0,13.0,15.0,1.0,2.0,0.3333333333333333,S2,110,WSH,True,WSH,2.622051341350601,15.333333333333334,162,14.52067483068381,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.1273411970331951
4.0,16.666666666666668,64.0,11.0,7.0,7.0,5.0,0.0,0.0,24.0,3.0,6.0,3.0,3.0,12.0,2.0,0.0,2.52,0.96,3.9599999999999995,1.08,1.7999999999999998,8.64,4.8,0.1896551724137931,0.25,0.3793103448275862,0.6293103448275862,0.25,0.046875,0.375,0.078125,0.391304347826087,0.6086956521739131,0.6428571428571429,271.7704918032787,-4.945442721183457,0.29399999999999993,58.0,1.0,0.0,2.0,0.0,9.0,14.0,0.0,0.0,,S2,110,HOU,True,HOU,2.044551341350601,17.0,70,7.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.6872332379007371
8.0,35.666666666666664,154.0,41.0,21.0,21.0,9.0,0.0,0.0,35.0,9.0,23.0,16.0,14.0,26.0,5.0,0.0,3.532710280373832,1.4018691588785048,6.897196261682243,1.5140186915887852,1.5140186915887852,5.88785046728972,3.888888888888889,0.2887323943661972,0.3246753246753247,0.5422535211267606,0.8669288458020853,0.31683168316831684,0.05844155844155844,0.22727272727272727,0.05844155844155844,0.5303030303030303,0.4696969696969697,1.1290322580645162,266.6496815286624,-4.187811638836438,0.4954000000000001,142.0,3.0,0.0,9.0,0.0,35.0,31.0,2.0,1.0,0.6666666666666666,S2,112,2TM,False,TB,3.759317696490788,36.333333333333336,108,22.97125102343996,8.0,4.0,4.0,2.0,4.0,3.0,0.0,0.0,0.5714285714285714,0.8824389877975231
4.0,19.333333333333332,84.0,21.0,14.0,14.0,5.0,0.0,0.0,20.0,7.0,11.0,13.0,8.0,13.0,2.0,0.0,4.344827586206897,1.3448275862068966,6.517241379310345,2.1724137931034484,1.5517241379310347,6.206896551724139,4.0,0.2692307692307692,0.30952380952380953,0.5769230769230769,0.8864468864468864,0.2692307692307692,0.08333333333333333,0.23809523809523808,0.05952380952380952,0.5945945945945946,0.40540540540540543,1.4666666666666666,279.1904761904762,1.1985671358561656,-0.03399999999999988,78.0,1.0,0.0,3.0,0.0,22.0,15.0,0.0,0.0,,S2,112,HOU,True,HOU,5.098344444798878,19.666666666666668,122,14.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.75,0.13304755400377216
4.0,16.333333333333332,70.0,20.0,7.0,7.0,4.0,0.0,0.0,15.0,2.0,12.0,3.0,6.0,13.0,3.0,0.0,2.5714285714285716,1.469387755102041,7.346938775510204,0.7346938775510204,1.469387755102041,5.510204081632653,3.75,0.3125,0.34285714285714286,0.5,0.8428571428571429,0.3673469387755102,0.02857142857142857,0.21428571428571427,0.05714285714285714,0.4482758620689655,0.5517241379310345,0.8125,252.21917808219177,-5.386378774692603,0.5293999999999999,64.0,2.0,0.0,6.0,0.0,13.0,16.0,2.0,1.0,0.6666666666666666,S2,112,TB,True,TB,2.174347259717948,16.666666666666668,92,8.97125102343996,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.749391433793751
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,144.0,0.12385321100917435,-0.36060000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S2,113,MIL,False,MIL,,0.6666666666666666,195,0.758974358974359,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.00937455601056757
5.0,6.333333333333333,31.0,11.0,6.0,6.0,2.0,0.0,1.0,3.0,3.0,5.0,4.0,2.0,6.0,2.0,0.0,5.684210526315789,2.0526315789473686,10.421052631578949,2.8421052631578947,1.8947368421052633,2.8421052631578947,1.5,0.3793103448275862,0.41935483870967744,0.7931034482758621,1.2124582869855396,0.34782608695652173,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.4666666666666667,0.5333333333333333,0.875,226.56666666666666,2.391673754845682,-0.07870000000000002,29.0,0.0,0.0,3.0,0.0,7.0,8.0,0.0,0.0,,S2,120,2TM,False,MIN,7.842446078192706,6.666666666666667,161,6.270318155632126,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.14583365768372236
3.0,2.6666666666666665,14.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,0.0,9.0,2.25,13.5,2.25,0.0,0.0,,0.42857142857142855,0.42857142857142855,0.7857142857142857,1.2142857142857142,0.38461538461538464,0.07142857142857142,0.0,0.0,0.375,0.625,0.6,213.14285714285714,2.485732764092921,-0.11219999999999998,14.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,,S2,120,MIN,True,MIN,6.559551341350601,2.6666666666666665,210,3.2703181556321264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20642256514439397
2.0,3.6666666666666665,17.0,5.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3.272727272727273,1.9090909090909092,8.181818181818183,3.2727272727272734,3.2727272727272734,4.909090909090909,1.5,0.3333333333333333,0.4117647058823529,0.8,1.211764705882353,0.3,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.5714285714285714,0.42857142857142855,1.3333333333333333,238.3125,-0.09405900924723967,0.033500000000000016,15.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,,S2,120,MTL,True,MTL,8.775460432259692,4.0,128,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06058890746067168
1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,248.0,-0.43164362519201227,0.1383,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,S2,126,SEA,False,SEA,1.684551341350601,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04617512760955109
1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,,0.25,0.25,0.25,0.5,0.3333333333333333,0.0,0.25,0.0,1.0,0.0,,298.75,-0.6486369536996971,0.027800000000000005,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,S2,127,PHI,False,PHI,-0.31544865864939897,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07690675573136917
1.0,0.3333333333333333,4.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,54.0,0.0,0.0,18.0,,0.75,0.75,1.25,2.0,1.0,0.0,0.25,0.0,,,,136.75,2.4447852760736195,-0.1805,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,S2,147,BAL,False,BAL,-4.315448658649399,1.0,171,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23243546724596248
10.0,41.333333333333336,176.0,45.0,25.0,25.0,18.0,1.0,3.0,40.0,10.0,27.0,17.0,11.0,28.0,4.0,0.0,3.629032258064516,1.5241935483870968,6.532258064516128,1.4516129032258063,2.6129032258064515,5.806451612903225,2.2222222222222223,0.28846153846153844,0.35795454545454547,0.5448717948717948,0.9028263403263403,0.32407407407407407,0.056818181818181816,0.22727272727272727,0.10227272727272728,0.5492957746478874,0.4507042253521127,1.21875,258.12865497076024,-0.8014829877954948,0.9184,156.0,2.0,0.0,6.0,2.0,39.0,32.0,0.0,1.0,0.0,S2,148,BAL,False,BAL,4.200680373608666,42.333333333333336,108,26.735038249421084,8.0,8.0,5.0,0.0,2.0,5.0,0.0,0.0,0.2857142857142857,0.6100429546811258
10.0,26.333333333333332,130.0,48.0,24.0,24.0,9.0,0.0,0.0,29.0,11.0,27.0,4.0,9.0,18.0,3.0,0.0,5.468354430379747,2.1645569620253164,10.936708860759495,2.5063291139240507,2.050632911392405,6.607594936708861,3.2222222222222223,0.40336134453781514,0.43846153846153846,0.773109243697479,1.2115707821590176,0.4567901234567901,0.08461538461538462,0.2230769230769231,0.06923076923076923,0.5,0.5,1.0,224.7846153846154,6.486802250108179,-0.06230000000000008,119.0,2.0,0.0,9.0,1.0,21.0,21.0,0.0,0.0,,S2,149,2TM,False,SFG,5.937715898312627,27.0,152,24.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,0.5,-0.25728076326533533
4.0,10.666666666666666,53.0,20.0,13.0,13.0,3.0,0.0,0.0,14.0,6.0,9.0,2.0,3.0,7.0,0.0,0.0,7.3125,2.15625,11.25,3.375,1.6875,7.875,4.666666666666667,0.40816326530612246,0.4339622641509434,0.8775510204081632,1.3115132845591067,0.4666666666666667,0.11320754716981132,0.2641509433962264,0.05660377358490566,0.5333333333333333,0.4666666666666667,1.1428571428571428,217.54716981132074,5.864993509303332,-0.1725,49.0,1.0,0.0,5.0,0.0,8.0,7.0,0.0,0.0,,S2,149,MIN,True,MIN,7.215801341350601,11.0,218,14.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.4269288011417903
6.0,15.666666666666666,77.0,28.0,11.0,11.0,6.0,0.0,0.0,15.0,5.0,18.0,2.0,6.0,11.0,3.0,0.0,4.212765957446809,2.170212765957447,10.72340425531915,1.9148936170212767,2.297872340425532,5.74468085106383,2.5,0.4,0.44155844155844154,0.7,1.1415584415584414,0.45098039215686275,0.06493506493506493,0.19480519480519481,0.07792207792207792,0.48148148148148145,0.5185185185185185,0.9285714285714286,229.76623376623377,0.6218087408048465,0.11020000000000002,70.0,1.0,0.0,4.0,1.0,13.0,14.0,0.0,0.0,,S2,149,SFG,True,SFG,5.067530064754857,16.0,107,10.0,2.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,0.6666666666666666,0.16964803787645497
1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,182.0,-0.23328667514061785,0.049699999999999994,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,S2,163,LAD,False,LAD,1.684551341350601,0.3333333333333333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02633943260441165
13.0,47.333333333333336,204.0,66.0,30.0,30.0,10.0,2.0,0.0,53.0,7.0,48.0,6.0,14.0,37.0,5.0,0.0,3.8028169014084505,1.6056338028169013,8.366197183098592,0.8873239436619718,1.267605633802817,6.718309859154928,5.3,0.3402061855670103,0.37254901960784315,0.5154639175257731,0.8880129371336163,0.44029850746268656,0.03431372549019608,0.25980392156862747,0.049019607843137254,0.44,0.56,0.7857142857142857,249.41379310344828,0.1306938068056933,0.44390000000000024,194.0,0.0,0.0,9.0,2.0,33.0,42.0,3.0,1.0,0.75,S2,164,2TM,False,LAD,2.001452749801305,48.0,102,28.641676313141396,6.0,9.0,3.0,0.0,5.0,4.0,0.0,0.0,0.5555555555555556,0.6011266977508032
7.0,28.333333333333332,125.0,43.0,22.0,22.0,5.0,2.0,0.0,36.0,5.0,29.0,2.0,9.0,19.0,3.0,0.0,4.658823529411765,1.6941176470588235,9.105882352941178,1.0588235294117647,1.0588235294117647,7.623529411764707,7.2,0.35833333333333334,0.384,0.575,0.959,0.4810126582278481,0.04,0.288,0.04,0.4634146341463415,0.5365853658536586,0.8636363636363636,246.81967213114754,4.50447029803499,-0.7332999999999997,120.0,0.0,0.0,7.0,2.0,19.0,22.0,2.0,0.0,1.0,S2,164,SEA,True,SEA,1.9669042825270715,28.666666666666668,139,23.260337415341905,3.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,0.3333333333333333,-0.07410139350976581
6.0,19.0,79.0,23.0,8.0,8.0,5.0,0.0,0.0,17.0,2.0,19.0,4.0,5.0,18.0,2.0,0.0,2.526315789473684,1.4736842105263157,7.2631578947368425,0.631578947368421,1.5789473684210527,5.368421052631579,3.4,0.3108108108108108,0.35443037974683544,0.4189189189189189,0.7733492986657544,0.38181818181818183,0.02531645569620253,0.21518987341772153,0.06329113924050633,0.4117647058823529,0.5882352941176471,0.7,253.320987654321,-4.373776491229298,1.1772,74.0,0.0,0.0,2.0,0.0,14.0,20.0,1.0,1.0,0.5,S2,164,LAD,True,LAD,2.05297239398218,19.333333333333332,48,5.381338897799491,3.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.6752280912605692
1.0,3.6666666666666665,14.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.8181818181818182,3.2727272727272734,0.0,1.6363636363636367,6.545454545454547,4.0,0.15384615384615385,0.21428571428571427,0.23076923076923078,0.44505494505494503,0.2222222222222222,0.0,0.2857142857142857,0.07142857142857142,0.7142857142857143,0.2857142857142857,2.5,308.9166666666667,-2.046385135145057,0.23549999999999996,13.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,,S2,197,DET,False,DET,0.32091497771423727,4.0,13,0.2991607624503845,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24678922477940382
5.0,13.0,61.0,17.0,12.0,12.0,9.0,1.0,1.0,9.0,5.0,8.0,8.0,7.0,7.0,2.0,0.0,5.538461538461538,2.0,7.846153846153847,2.307692307692308,4.153846153846153,4.153846153846153,1.0,0.3269230769230769,0.4262295081967213,0.7115384615384616,1.1377679697351828,0.3157894736842105,0.08196721311475409,0.14754098360655737,0.14754098360655737,0.6538461538461539,0.34615384615384615,1.8888888888888888,245.7704918032787,2.5436397531466106,-0.49790000000000006,52.0,0.0,0.0,3.0,1.0,17.0,9.0,0.0,2.0,0.0,S2,198,2TM,False,TEX,7.3768590336582935,13.333333333333334,154,11.965177994482623,2.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.3333333333333333,-0.07070730480331928
4.0,12.333333333333334,60.0,17.0,12.0,12.0,9.0,1.0,1.0,9.0,5.0,8.0,8.0,7.0,7.0,2.0,0.0,5.837837837837838,2.108108108108108,8.27027027027027,2.4324324324324325,4.378378378378378,4.378378378378378,1.0,0.3333333333333333,0.43333333333333335,0.7254901960784313,1.1588235294117646,0.32432432432432434,0.08333333333333333,0.15,0.15,0.64,0.36,1.7777777777777777,241.68333333333334,3.7747321901214006,-0.49790000000000006,51.0,0.0,0.0,3.0,1.0,16.0,9.0,0.0,2.0,0.0,S2,198,LAD,True,LAD,7.684551341350601,12.333333333333334,166,11.965177994482623,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.3333333333333333,-0.19682731359114813
1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,491.0,-1.23109243697479,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,S2,198,TEX,True,TEX,1.684551341350601,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12612000878782886
13.0,56.0,243.0,62.0,41.0,41.0,30.0,1.0,2.0,41.0,13.0,32.0,24.0,26.0,33.0,10.0,0.0,4.392857142857143,1.6428571428571428,6.642857142857143,1.3928571428571428,3.2142857142857144,4.392857142857142,1.3666666666666667,0.29107981220657275,0.3786008230452675,0.5633802816901409,0.9419811047354083,0.3081761006289308,0.053497942386831275,0.16872427983539096,0.12345679012345678,0.6055045871559633,0.3944954128440367,1.5348837209302326,245.17748917748918,4.285167531825008,-0.008499999999999952,213.0,0.0,0.0,15.0,2.0,66.0,43.0,0.0,1.0,0.0,S2,199,MTL,False,MTL,4.845265627064887,56.0,123,40.32372653150682,11.0,6.0,4.0,1.0,5.0,6.0,0.0,0.0,0.45454545454545453,0.30309916377251644
2.0,7.666666666666667,32.0,9.0,3.0,3.0,1.0,0.0,0.0,7.0,0.0,7.0,4.0,2.0,6.0,0.0,0.0,2.3478260869565215,1.3043478260869565,7.0434782608695645,0.0,0.7826086956521738,5.478260869565217,7.0,0.3,0.3125,0.36666666666666664,0.6791666666666667,0.375,0.0,0.21875,0.03125,0.5714285714285714,0.42857142857142855,1.3333333333333333,266.03125,-2.787417154498346,0.38980000000000004,30.0,1.0,0.0,2.0,0.0,8.0,6.0,0.0,0.0,,S2,211,2TM,False,MIL,0.24976873265494892,8.0,64,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.3750861983410303
1.0,2.6666666666666665,13.0,4.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.25,1.875,9.0,0.0,2.25,9.0,4.0,0.36363636363636365,0.38461538461538464,0.36363636363636365,0.7482517482517483,0.5,0.0,0.3076923076923077,0.07692307692307693,0.6666666666666666,0.3333333333333333,2.0,256.0769230769231,-1.2450716235494756,0.3082,11.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,S2,211,TEX,True,TEX,-0.19044865864939897,3.0,57,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16364710852949582
1.0,5.0,19.0,5.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,5.0,0.0,0.0,2.4,1.0,6.0,0.0,0.0,3.5999999999999996,,0.2631578947368421,0.2631578947368421,0.3684210526315789,0.631578947368421,0.3125,0.0,0.15789473684210525,0.0,0.5454545454545454,0.45454545454545453,1.2,272.8421052631579,-1.5423455309488698,0.08159999999999998,19.0,0.0,0.0,2.0,0.0,6.0,5.0,0.0,0.0,,S2,211,MIL,True,MIL,0.4845513413506011,5.0,68,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21143908981153442
3.0,6.0,29.0,11.0,5.0,5.0,2.0,0.0,0.0,5.0,0.0,7.0,3.0,2.0,4.0,0.0,0.0,5.0,2.1666666666666665,11.0,0.0,2.0,5.0,2.5,0.4074074074074074,0.4482758620689655,0.5925925925925926,1.040868454661558,0.5,0.0,0.1724137931034483,0.06896551724137931,0.6363636363636364,0.36363636363636365,1.75,213.92592592592592,1.9454072943790308,-0.35089999999999993,27.0,0.0,0.0,3.0,1.0,7.0,4.0,0.0,0.0,,S2,216,OAK,False,OAK,1.0178846746839345,6.0,137,4.813837203711717,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.10722854181775698
3.0,10.666666666666666,46.0,8.0,7.0,7.0,6.0,0.0,0.0,11.0,0.0,6.0,3.0,3.0,12.0,1.0,0.0,3.9375,1.3125,4.5,0.0,3.375,6.1875,1.8333333333333333,0.20512820512820512,0.30434782608695654,0.28205128205128205,0.5863991081382386,0.27586206896551724,0.0,0.2391304347826087,0.13043478260869565,0.35,0.65,0.5384615384615384,244.75555555555556,-0.690221214623048,-0.5804,39.0,1.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,,S2,218,MTL,False,MTL,1.309551341350601,11.666666666666666,79,5.362027123483227,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.20751731561839862
1.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.6666666666666666,4.0,0.0,0.0,2.0,,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.2,0.0,0.09090909090909091,0.0,0.5,0.5,1.0,293.3636363636364,-1.9459108610990912,0.2083,11.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,,S2,226,MTL,False,MTL,1.0178846746839345,3.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.22770950210375762
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,128.0,0.5165813959653263,-0.09369999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,S2,230,MTL,False,MTL,,0.3333333333333333,226,0.44091733609743455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04864737450618276
