Team,Opponent,Game ID,Season,Display Season,Session,HR,3B,2B,1B,BB,IBB,FO,SO,Auto K,PO,RGO,LGO,GIDP,SB,CS,H,TB,PA,R,RBI,RE24,WAR,WPA,Location
TBR,BOS,2003,2,S2,1,2,0,1,5,1,0,3,4,0,1,3,6,1,1,0,8,15,26,4,4,1.613636363636364,0.2697021943573667,0.2476,Away
TBR,CWS,7003,7,S7,1,5,0,1,7,4,0,2,7,0,4,1,2,1,2,1,13,29,33,11,11,6.839416058394161,0.8181063665184078,0.3196999999999999,Away
TBR,DET,11249,11,S11,3,3,0,2,2,3,0,2,7,0,2,3,2,0,0,0,7,18,27,6,6,0.81203007518797,0.227459559991528,-0.0009,Home
TBR,NYY,11246,11,S11,2,2,1,4,1,1,0,4,0,0,6,1,4,0,0,0,8,20,24,4,4,-0.3233082706766919,0.0976749973525362,0.1783,Home
TBR,OAK,10246,10,S10,2,2,0,2,5,2,1,3,3,0,1,4,3,1,4,0,9,17,25,10,10,7.392857142857142,0.8391672325672825,0.5497000000000002,Home
TBR,PHI,10251,10,S10,4,1,1,3,2,3,0,5,2,0,2,5,2,0,2,2,7,15,26,5,5,1.871428571428571,0.2904685657099968,0.371,Away
TBR,TOR,2006,2,S2,2,0,0,2,5,2,0,3,6,0,1,4,3,1,1,0,7,9,26,1,1,-1.3863636363636362,-0.0302978056426332,-0.3772999999999999,Away
TBR,TOR,7008,7,S7,2,1,1,4,3,3,0,1,5,0,4,3,4,1,1,0,9,18,29,5,5,0.8394160583941603,0.1957455730719091,0.0514,Away
TEX,ATL,3007,3,S3,3,1,0,2,2,2,0,2,6,1,1,3,4,2,0,0,5,10,23,3,2,0.2307692307692312,0.1044186165740417,0.0373,Away
TEX,CLE,3005,3,S3,2,0,0,2,4,0,0,2,2,0,2,3,8,1,0,0,6,8,23,1,1,-1.7692307692307687,-0.0955813834259582,-0.1558,Away
TEX,KCR,3001,3,S3,1,3,1,0,1,4,1,5,1,0,4,4,2,1,0,1,5,16,25,4,4,1.2307692307692308,0.2150284026823615,0.2215,Away
TEX,KCR,7004,7,S7,1,0,0,1,8,2,0,3,1,0,7,4,3,0,4,0,9,10,29,3,3,-1.1605839416058394,0.0069259697951585,-0.0875999999999999,Home
TEX,KCR,9004,9,S9,1,0,0,1,4,4,0,5,1,0,1,2,2,1,0,3,5,6,20,1,1,-1.6428571428571428,-0.0793391467551892,-0.1317999999999999,Home
TEX,MIN,9008,9,S9,2,1,0,2,3,3,0,5,5,0,1,2,3,0,1,2,6,11,25,3,3,-0.1714285714285716,0.0862703555029994,-0.1200999999999999,Away
TEX,OAK,5002,5,S5,1,1,0,0,2,7,0,1,9,1,1,2,2,2,1,1,3,6,25,3,3,-0.924812030075188,0.0025781249999999,-0.2802,Away
TOR,CLE,2004,2,S2,1,2,0,0,3,2,0,4,3,0,2,3,4,2,0,0,5,11,23,3,3,0.6136363636363638,0.1536520376175548,0.0395,Away
TOR,MIN,7010,7,S7,3,1,0,0,0,4,1,5,6,0,0,6,6,1,0,0,1,4,28,1,1,-5.458202989224887,-0.4414699295054951,-1.5676,Away
TOR,PHI,2007,2,S2,3,0,1,2,6,4,0,6,1,0,0,6,3,2,0,0,9,13,29,2,2,-0.3863636363636363,0.0777272727272727,-0.4476,Home
TOR,SEA,8004,8,S8,1,0,0,0,4,2,0,4,3,0,6,2,1,2,0,0,4,4,22,1,1,-3.928571428571429,-0.2825243041268179,-0.4881999999999999,Home
TOR,TBR,2006,2,S2,2,0,0,2,2,4,0,5,3,0,1,4,0,1,0,0,4,6,22,3,3,1.011363636363637,0.1894122257053291,0.1227,Home
TOR,TBR,7008,7,S7,2,3,1,1,2,3,0,6,2,0,3,1,3,0,0,0,7,19,25,6,6,2.532846715328467,0.346454644226591,0.5513999999999999,Home
ARI,FLA,12245,12,S12,18,1,0,1,2,3,0,3,7,0,2,1,4,1,0,0,4,8,24,2,2,-0.7894736842105265,0.03443184895447943,-0.3032,Home
ATL,FLA,12243,12,S12,17,0,1,0,2,0,0,5,2,0,7,2,1,0,0,1,3,5,20,0,0,-2.7894736842105265,-0.17974055321746213,-0.3303,Away
CHC,FLA,12250,12,S12,19,0,0,1,3,0,0,2,2,0,2,0,2,0,0,0,4,5,12,2,2,0.84850640113798,0.14154024880156404,0.10260000000000001,Away
CHC,MIL,12247,12,S12,18,3,0,1,1,3,0,5,8,0,3,2,0,0,0,0,5,15,26,4,4,1.2105263157894737,0.2438801170691071,0.19789999999999996,Away
CHC,SFG,12241,12,S12,17,1,0,0,3,1,0,3,5,0,3,0,3,1,0,0,4,7,19,1,1,-1.3245614035087718,-0.04269759326191434,-0.13180000000000003,Home
CWS,DET,12246,12,S12,18,0,0,0,1,1,0,6,3,0,3,5,0,1,0,0,1,1,19,0,0,-2.7894736842105265,-0.1891888213320898,-0.5124,Away
CWS,OAK,12242,12,S12,17,2,0,2,4,0,0,4,2,0,3,1,3,1,1,1,8,16,21,4,4,1.6754385964912284,0.27619894296734104,0.11280000000000001,Home
