G,PA,AB,H,R,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,OPS,Avg Diff,nOBP,nSLG,RE24,Season,Hitter ID,WAR
6.0,14.0,13.0,5.0,4.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.38461538461538464,0.42857142857142855,1.0769230769230769,1.5054945054945055,186.07142857142858,0.42857142857142855,0.9230769230769231,2.0002002972052972,S5,188,0.2569425997370042
7.0,19.0,16.0,6.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.375,0.47368421052631576,0.6875,1.1611842105263157,231.8,0.42105263157894735,0.7058823529411765,1.9610658701185986,S5,189,0.27335864631993234
15.0,47.0,40.0,15.0,8.0,1.0,2.0,3.0,6.0,6.0,7.0,3.0,1.0,0.375,0.44680851063829785,0.725,1.1718085106382978,218.66666666666666,0.4222222222222222,0.7,4.88825970888492,S5,190,0.6799231702295134
15.0,41.0,33.0,6.0,8.0,2.0,0.0,4.0,5.0,8.0,11.0,1.0,0.0,0.18181818181818182,0.34146341463414637,0.6060606060606061,0.9475240206947524,234.97560975609755,0.358974358974359,0.65625,-0.8368617226720676,S5,191,0.08301563992389702
4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,280.0,0.2222222222222222,0.125,-1.2171172672956239,S5,192,-0.08511864600468595
2.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,142.75,0.5,1.0,-0.5888753023039182,S5,193,-0.042623938797113396
14.0,41.0,34.0,9.0,5.0,3.0,0.0,1.0,4.0,7.0,8.0,0.0,0.0,0.2647058823529412,0.3902439024390244,0.4411764705882353,0.8314203730272597,248.41463414634146,0.42105263157894735,0.5,-1.6909444913040204,S5,194,-0.002392636939298254
11.0,28.0,26.0,6.0,4.0,2.0,1.0,1.0,3.0,2.0,7.0,0.0,0.0,0.23076923076923078,0.2857142857142857,0.5,0.7857142857142857,243.8846153846154,0.3076923076923077,0.5416666666666666,-2.0933214057472176,S5,197,-0.09548700054177284
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,,,0.0,S5,198,0.0
9.0,27.0,22.0,7.0,4.0,3.0,0.0,2.0,5.0,5.0,4.0,0.0,0.0,0.3181818181818182,0.4444444444444444,0.7272727272727273,1.1717171717171717,233.14814814814815,0.4444444444444444,0.76,3.050513833744461,S5,202,0.41483062554907546
14.0,33.0,30.0,7.0,3.0,4.0,0.0,1.0,5.0,3.0,6.0,1.0,0.0,0.23333333333333334,0.30303030303030304,0.4666666666666667,0.7696969696969698,273.57575757575756,0.28125,0.4482758620689655,-3.3884916472684417,S5,203,-0.20467453540229724
8.0,23.0,19.0,8.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.42105263157894735,0.5217391304347826,0.631578947368421,1.1533180778032035,205.34782608695653,0.5217391304347826,0.5789473684210527,2.6526564241554462,S5,204,0.35878129315689555
6.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.23076923076923078,307.4166666666667,0.25,0.0,-2.493686046468685,S5,205,-0.19651193248871365
7.0,18.0,16.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.25,0.3333333333333333,0.5,0.8333333333333333,269.5,0.3333333333333333,0.5625,1.6274255438920848,S5,206,0.23592871583896136
6.0,6.0,5.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.4,0.5,1.0,1.5,188.66666666666666,0.5,0.8,-0.1561674757229149,S5,207,0.008778639577626137
4.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.1,0.0,0.1,334.3,0.1111111111111111,0.0,-4.428235963202302,S5,209,-0.4021646177370341
11.0,28.0,27.0,10.0,5.0,3.0,1.0,0.0,5.0,1.0,6.0,2.0,0.0,0.37037037037037035,0.39285714285714285,0.5555555555555556,0.9484126984126984,265.0,0.39285714285714285,0.56,0.1984770152242521,S5,210,0.13369284155537414
12.0,26.0,22.0,1.0,3.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,0.0,0.045454545454545456,0.19230769230769232,0.13636363636363635,0.32867132867132864,289.5357142857143,0.125,0.13636363636363635,-2.8522280533081634,S5,213,-0.17950946101450663
10.0,30.0,26.0,8.0,6.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,0.0,0.3076923076923077,0.4,0.6923076923076923,1.0923076923076924,237.33333333333334,0.3448275862068966,0.6153846153846154,1.0195159225329513,S5,216,0.22392852800288326
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200.0,,,0.0,S5,217,0.0
3.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666665,135.66666666666666,0.6666666666666666,1.0,-0.39794716771041283,S5,218,-0.02759702319608247
3.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,314.0,0.5,1.0,-1.3903859620771386,S5,219,-0.12684090263275505
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,-0.26291003934594337,S5,220,-0.02222510607627473
9.0,21.0,19.0,4.0,3.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,0.21052631578947367,0.2857142857142857,0.42105263157894735,0.706766917293233,265.57142857142856,0.2857142857142857,0.47368421052631576,-1.0517086799109687,S5,223,-0.019787012966385176
16.0,47.0,45.0,8.0,4.0,0.0,0.0,3.0,7.0,2.0,2.0,1.0,0.0,0.17777777777777778,0.2127659574468085,0.37777777777777777,0.5905437352245863,281.21276595744683,0.20454545454545456,0.37209302325581395,-11.023974628969402,S5,226,-0.9113002635559188
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,-2.930084745762712,S5,227,-0.28487667885963197
5.0,10.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.1,0.1,0.4,0.5,257.77777777777777,0.1,0.4,-1.3234010335856452,S5,230,-0.09168112477536847
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,153.0,0.5,0.5,-0.041599332040508474,S5,233,0.003971862512588362
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,146.0,1.0,0.0,0.2138707334785766,S5,236,0.025452971206177268
6.0,8.0,8.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.125,0.125,0.5,0.625,336.0,0.14285714285714285,0.5714285714285714,-1.8347993734145898,S5,238,-0.15095275447490214
14.0,35.0,33.0,10.0,2.0,1.0,0.0,1.0,5.0,2.0,13.0,0.0,0.0,0.30303030303030304,0.34285714285714286,0.42424242424242425,0.7670995670995671,235.22857142857143,0.3142857142857143,0.4117647058823529,-2.3407191544772807,S5,241,-0.09176549040654192
3.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.5,1.3333333333333333,1.8333333333333333,232.75,0.5,1.3333333333333333,0.564279902359642,S5,244,0.07269158166924261
9.0,18.0,16.0,6.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.375,0.4444444444444444,0.5,0.9444444444444444,235.27777777777777,0.3888888888888889,0.3125,-1.9626173533410072,S5,247,-0.12307557388434782
12.0,29.0,27.0,5.0,4.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,0.18518518518518517,0.2413793103448276,0.4444444444444444,0.685823754789272,262.64516129032256,0.34615384615384615,0.5652173913043478,-3.8508777930517244,S5,249,-0.2671767414139039
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,-0.7487179487179487,S5,250,-0.07080589701347527
8.0,20.0,18.0,10.0,4.0,2.0,0.0,2.0,7.0,2.0,4.0,2.0,0.0,0.5555555555555556,0.6,1.0,1.6,161.4090909090909,0.5,1.0,0.48890903060683044,S5,252,0.13020886022707515
7.0,12.0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.18181818181818182,0.25,0.18181818181818182,0.4318181818181818,317.0833333333333,0.25,0.1,-0.13370100296658613,S5,256,0.035420674003176646
8.0,23.0,22.0,5.0,1.0,3.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.22727272727272727,0.2608695652173913,0.5454545454545454,0.8063241106719368,295.6818181818182,0.2727272727272727,0.5714285714285714,-4.225079233674766,S5,257,-0.3289922726261257
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.028768956289027647,S5,258,0.006942793487222369
11.0,27.0,24.0,11.0,8.0,6.0,0.0,2.0,7.0,3.0,5.0,0.0,0.0,0.4583333333333333,0.5185185185185185,0.9583333333333334,1.4768518518518519,204.92592592592592,0.46153846153846156,1.0,6.967755260824244,S5,259,0.8065547682570537
9.0,26.0,24.0,7.0,2.0,2.0,0.0,0.0,3.0,1.0,7.0,1.0,2.0,0.2916666666666667,0.3076923076923077,0.375,0.6826923076923077,266.9655172413793,0.2692307692307692,0.375,-4.328846507661057,S5,260,-0.327171306449796
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,-0.2039825157843613,S5,262,-0.016332353720116526
9.0,20.0,19.0,5.0,5.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,0.2631578947368421,0.3,0.5263157894736842,0.8263157894736841,277.3157894736842,0.3333333333333333,0.42857142857142855,-2.349411370850233,S5,264,-0.15362317991863123
15.0,39.0,37.0,10.0,5.0,2.0,0.0,1.0,5.0,2.0,6.0,4.0,0.0,0.2702702702702703,0.3076923076923077,0.40540540540540543,0.7130977130977132,245.86046511627907,0.28205128205128205,0.37142857142857144,-3.4040340036749495,S5,265,-0.18183338389303036
11.0,24.0,19.0,6.0,4.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,1.0,0.3157894736842105,0.4583333333333333,0.631578947368421,1.0899122807017543,240.92,0.43478260869565216,0.631578947368421,1.9779656570322146,S5,266,0.29537811430289196
4.0,10.0,9.0,3.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.3333333333333333,0.4,0.8888888888888888,1.2888888888888888,250.2,0.3,0.8,0.08655849812316507,S5,268,0.04931482839551256
2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.8,0.0,0.0,-2.0169790750780017,S5,270,-0.18136841821620214
13.0,40.0,35.0,10.0,7.0,1.0,3.0,3.0,5.0,5.0,8.0,2.0,1.0,0.2857142857142857,0.375,0.7428571428571429,1.1178571428571429,248.6046511627907,0.38461538461538464,0.7575757575757576,1.5504104898574775,S5,271,0.31767696331853196
8.0,17.0,14.0,5.0,4.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.35714285714285715,0.47058823529411764,0.6428571428571429,1.1134453781512605,230.7058823529412,0.47058823529411764,0.5714285714285714,3.512315046945637,S5,272,0.4203517682859969
11.0,27.0,25.0,6.0,3.0,1.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,0.24,0.2962962962962963,0.4,0.6962962962962963,290.25925925925924,0.3333333333333333,0.42857142857142855,-4.266590244747254,S5,273,-0.3168797823000961
15.0,41.0,32.0,6.0,7.0,2.0,0.0,1.0,2.0,9.0,8.0,0.0,0.0,0.1875,0.36585365853658536,0.34375,0.7096036585365854,271.275,0.35,0.2903225806451613,4.642863106804096,S5,277,0.6309881228715135
14.0,37.0,27.0,6.0,5.0,1.0,0.0,1.0,3.0,9.0,4.0,1.0,1.0,0.2222222222222222,0.40540540540540543,0.37037037037037035,0.7757757757757757,257.5263157894737,0.4411764705882353,0.46153846153846156,-1.9989308243204795,S5,278,-0.0494548616742226
2.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,0.75,293.0,0.25,0.5,-1.2800964458607098,S5,282,-0.11174605315279255
12.0,28.0,27.0,7.0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.25925925925925924,0.2857142857142857,0.4074074074074074,0.693121693121693,267.2142857142857,0.2962962962962963,0.4,1.4154330512997866,S5,287,0.2553884451629276
12.0,31.0,28.0,10.0,3.0,5.0,0.0,1.0,4.0,2.0,7.0,0.0,0.0,0.35714285714285715,0.3870967741935484,0.6428571428571429,1.0299539170506913,226.8709677419355,0.41379310344827586,0.7307692307692307,-0.7881861150998805,S5,289,0.04722422209791969
11.0,27.0,24.0,3.0,2.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.125,0.2222222222222222,0.25,0.4722222222222222,285.46153846153845,0.24,0.2,-3.2776033061795666,S5,290,-0.2179810884433273
4.0,11.0,10.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.4,0.45454545454545453,1.1,1.5545454545454547,191.54545454545453,0.45454545454545453,1.0,0.6247663039209758,S5,291,0.10720150683361322
14.0,35.0,34.0,15.0,5.0,7.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.4411764705882353,0.45714285714285713,0.7941176470588235,1.2512605042016807,207.8,0.45714285714285713,0.78125,2.031095303442297,S5,293,0.34541595538541586
15.0,38.0,36.0,14.0,6.0,1.0,0.0,1.0,2.0,2.0,8.0,1.0,0.0,0.3888888888888889,0.42105263157894735,0.5,0.9210526315789473,222.71794871794873,0.4722222222222222,0.53125,2.552789643673536,S5,295,0.4097830829834986
9.0,23.0,22.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.13636363636363635,0.17391304347826086,0.18181818181818182,0.3557312252964427,292.42857142857144,0.17391304347826086,0.18181818181818182,-3.8830609858574574,S5,296,-0.29479044784439484
12.0,33.0,31.0,14.0,8.0,3.0,0.0,5.0,10.0,2.0,6.0,1.0,0.0,0.45161290322580644,0.48484848484848486,1.032258064516129,1.5171065493646139,195.85294117647058,0.5,1.0344827586206897,2.505491140390909,S5,298,0.3847237433636378
16.0,49.0,42.0,14.0,8.0,5.0,0.0,3.0,7.0,7.0,7.0,2.0,3.0,0.3333333333333333,0.42857142857142855,0.6666666666666666,1.0952380952380951,243.67924528301887,0.46808510638297873,0.7435897435897436,-0.6666963852988729,S5,301,0.13255935652777334
14.0,38.0,31.0,8.0,6.0,3.0,0.0,1.0,4.0,7.0,7.0,0.0,0.0,0.25806451612903225,0.39473684210526316,0.45161290322580644,0.8463497453310695,259.80555555555554,0.4166666666666667,0.48148148148148145,1.06292352467102,S5,302,0.260796471083247
16.0,47.0,43.0,12.0,7.0,5.0,1.0,2.0,8.0,4.0,10.0,2.0,2.0,0.27906976744186046,0.3404255319148936,0.5813953488372093,0.9218208807521029,266.5882352941176,0.3409090909090909,0.5365853658536586,-1.1375853183689024,S5,303,0.07733866750413117
4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.25,0.25,0.5,250.0,0.25,0.25,-1.0072501885477405,S5,305,-0.08446142742149562
13.0,36.0,34.0,15.0,9.0,2.0,1.0,2.0,5.0,2.0,5.0,3.0,0.0,0.4411764705882353,0.4722222222222222,0.7352941176470589,1.2075163398692812,216.33333333333334,0.4722222222222222,0.7058823529411765,4.151428826099955,S5,307,0.5615152055095012
10.0,30.0,24.0,10.0,3.0,2.0,0.0,2.0,6.0,4.0,4.0,2.0,4.0,0.4166666666666667,0.4666666666666667,0.75,1.2166666666666668,236.63888888888889,0.5384615384615384,0.9,-5.182095669565908,S5,308,-0.3962326312070027
12.0,31.0,28.0,8.0,6.0,2.0,0.0,3.0,7.0,3.0,6.0,0.0,1.0,0.2857142857142857,0.3548387096774194,0.6785714285714286,1.0334101382488479,253.61290322580646,0.36666666666666664,0.7407407407407407,-0.8342770264456003,S5,309,0.0426151309633477
14.0,31.0,26.0,8.0,7.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,0.0,0.3076923076923077,0.41935483870967744,0.5384615384615384,0.9578163771712158,242.3939393939394,0.4666666666666667,0.7083333333333334,3.267122599187687,S5,314,0.4527550935266764
4.0,7.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.7142857142857142,303.42857142857144,0.16666666666666666,0.6666666666666666,-1.2949865900152742,S5,315,-0.10103737399329019
1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666665,121.33333333333333,0.6666666666666666,1.0,0.6215352393106601,S5,319,0.07435121750602483
12.0,37.0,35.0,10.0,5.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.2857142857142857,0.2972972972972973,0.45714285714285713,0.7544401544401544,272.81081081081084,0.3235294117647059,0.5,-1.0059881995450133,S5,323,0.04983940080332403
10.0,22.0,19.0,5.0,3.0,0.0,1.0,2.0,6.0,2.0,5.0,0.0,0.0,0.2631578947368421,0.3181818181818182,0.6842105263157895,1.0023923444976077,224.71428571428572,0.4,0.8125,-1.040691234609112,S5,324,-0.014619370577879898
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,37.0,1.0,2.0,-0.29347103513770184,S5,325,-0.025281205655450577
10.0,25.0,23.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,9.0,0.0,0.0,0.17391304347826086,0.24,0.30434782608695654,0.5443478260869565,266.6666666666667,0.24,0.23809523809523808,-3.420680556057889,S5,326,-0.2404206091477988
16.0,46.0,42.0,12.0,5.0,0.0,1.0,4.0,6.0,4.0,8.0,0.0,1.0,0.2857142857142857,0.34782608695652173,0.6190476190476191,0.9668737060041408,240.29787234042553,0.37209302325581395,0.6842105263157895,-2.5586956254080606,S5,327,-0.06883826105810424
9.0,19.0,15.0,4.0,6.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.26666666666666666,0.42105263157894735,0.5333333333333333,0.9543859649122807,223.31578947368422,0.3684210526315789,0.5,3.3876725310388887,S5,329,0.4160193124119614
9.0,15.0,14.0,3.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.21428571428571427,0.2,0.5,0.7,286.1333333333333,0.25,0.6363636363636364,-4.356914613991414,S5,331,-0.3747029935243473
1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,350.3333333333333,0.0,0.0,-2.4442768363907064,S5,332,-0.23222999006411182
6.0,11.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.45454545454545453,353.45454545454544,0.2,0.4,-3.123743541038991,S5,334,-0.26764947766238345
10.0,31.0,28.0,10.0,1.0,4.0,1.0,0.0,4.0,3.0,5.0,0.0,1.0,0.35714285714285715,0.41935483870967744,0.5714285714285714,0.9907834101382489,241.0625,0.41935483870967744,0.5185185185185185,-1.5180006411665086,S5,335,-0.025757230508743123
1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.5,244.0,0.5,2.0,-0.6370410963894928,S5,336,-0.05557231392231007
2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,216.5,0.5,0.0,-0.28964649875075976,S5,337,-0.02083285415843677
13.0,37.0,30.0,9.0,5.0,2.0,1.0,1.0,4.0,7.0,5.0,0.0,0.0,0.3,0.43243243243243246,0.5333333333333333,0.9657657657657658,237.97297297297297,0.35135135135135137,0.46875,2.187875701755711,S5,338,0.3692257909333964
12.0,28.0,25.0,8.0,4.0,2.0,1.0,3.0,6.0,3.0,6.0,0.0,0.0,0.32,0.39285714285714285,0.84,1.2328571428571429,235.39285714285714,0.4230769230769231,1.0,0.451398169875761,S5,340,0.158984957020525
13.0,43.0,40.0,15.0,10.0,2.0,0.0,4.0,7.0,3.0,8.0,0.0,0.0,0.375,0.4186046511627907,0.725,1.1436046511627906,240.46511627906978,0.4523809523809524,0.7567567567567568,6.100052674815977,S5,342,0.7848388753893407
13.0,29.0,24.0,6.0,3.0,0.0,1.0,1.0,3.0,4.0,5.0,4.0,2.0,0.25,0.3448275862068966,0.4583333333333333,0.8031609195402298,246.42857142857142,0.3333333333333333,0.4090909090909091,-1.2932193961362768,S5,344,-0.011410901722359146
11.0,31.0,29.0,7.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.2413793103448276,0.2903225806451613,0.27586206896551724,0.5661846496106786,277.8,0.2903225806451613,0.2413793103448276,-1.978946274063504,S5,347,-0.07185179379844267
16.0,48.0,41.0,10.0,4.0,3.0,1.0,0.0,5.0,6.0,7.0,3.0,2.0,0.24390243902439024,0.3333333333333333,0.36585365853658536,0.6991869918699187,256.9423076923077,0.32608695652173914,0.41025641025641024,-5.146038456101212,S5,349,-0.3194407484107802
9.0,25.0,23.0,9.0,3.0,4.0,1.0,1.0,4.0,2.0,3.0,0.0,0.0,0.391304347826087,0.44,0.782608695652174,1.222608695652174,237.83333333333334,0.44,0.7272727272727273,1.0888308450448783,S5,350,0.21053053096247795
12.0,36.0,34.0,7.0,6.0,4.0,0.0,3.0,8.0,1.0,4.0,0.0,0.0,0.20588235294117646,0.2222222222222222,0.5882352941176471,0.8104575163398693,281.75,0.26666666666666666,0.6428571428571429,-9.057590990906565,S5,354,-0.7593867761911508
10.0,19.0,17.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0,6.0,0.0,0.0,0.17647058823529413,0.21052631578947367,0.5294117647058824,0.739938080495356,304.2631578947368,0.23529411764705882,0.6875,-3.2612515136957443,S5,355,-0.24887309206150193
11.0,27.0,25.0,7.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.28,0.3333333333333333,0.32,0.6533333333333333,251.0,0.34615384615384615,0.30434782608695654,-2.385693507765819,S5,357,-0.12879010860195256
1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.5,0.0,0.0,-0.5258200786918867,S5,358,-0.04445021215254946
15.0,45.0,38.0,9.0,6.0,3.0,0.0,3.0,5.0,7.0,8.0,0.0,0.0,0.23684210526315788,0.35555555555555557,0.5526315789473685,0.908187134502924,262.1111111111111,0.37209302325581395,0.5833333333333334,-0.8590871171817032,S5,360,0.09705669190621188
1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,233.0,0.5,0.0,-0.1882383728631939,S5,361,-0.01069204156968018
11.0,32.0,30.0,7.0,5.0,3.0,0.0,2.0,4.0,2.0,9.0,0.0,0.0,0.23333333333333334,0.28125,0.5333333333333333,0.8145833333333333,266.78125,0.25806451612903225,0.5333333333333333,-1.1344314350101259,S5,362,0.016665587965214758
6.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.1111111111111111,0.2,0.1111111111111111,0.3111111111111111,292.85714285714283,0.2,0.1111111111111111,-0.7925468254929767,S5,363,-0.038595703966101624
8.0,23.0,22.0,8.0,7.0,1.0,1.0,2.0,3.0,0.0,7.0,0.0,0.0,0.36363636363636365,0.34782608695652173,0.7727272727272727,1.1205533596837944,222.91304347826087,0.34782608695652173,0.7727272727272727,3.5846660098451646,S5,367,0.45198225172586737
16.0,48.0,43.0,17.0,8.0,6.0,0.0,4.0,10.0,5.0,6.0,0.0,1.0,0.3953488372093023,0.4583333333333333,0.813953488372093,1.2722868217054264,219.08333333333334,0.46808510638297873,0.8571428571428571,5.00033637673692,S5,369,0.695196734873033
13.0,32.0,25.0,3.0,5.0,1.0,0.0,1.0,2.0,7.0,12.0,0.0,0.0,0.12,0.3125,0.28,0.5925,268.75,0.3125,0.3103448275862069,2.0268046892379155,S5,371,0.3327892003900189
16.0,36.0,33.0,11.0,5.0,4.0,1.0,0.0,5.0,2.0,3.0,0.0,0.0,0.3333333333333333,0.3611111111111111,0.5151515151515151,0.8762626262626263,254.80555555555554,0.37142857142857144,0.5,-2.1657697686627913,S5,377,-0.07020465396677336
4.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,302.44444444444446,0.25,0.0,-2.9453190023037235,S5,378,-0.2579388195054959
12.0,33.0,30.0,9.0,4.0,3.0,0.0,2.0,5.0,3.0,2.0,1.0,0.0,0.3,0.36363636363636365,0.6,0.9636363636363636,258.11764705882354,0.375,0.6071428571428571,-0.9439596080353527,S5,379,0.03977866852101168
12.0,30.0,29.0,6.0,1.0,3.0,0.0,0.0,3.0,0.0,8.0,0.0,1.0,0.20689655172413793,0.2,0.3103448275862069,0.5103448275862069,271.5483870967742,0.21428571428571427,0.2962962962962963,-6.161860582536194,S5,380,-0.4942091225040313
13.0,32.0,27.0,5.0,3.0,1.0,0.0,1.0,2.0,5.0,4.0,0.0,0.0,0.18518518518518517,0.3125,0.3333333333333333,0.6458333333333333,273.15625,0.36,0.3333333333333333,-3.8141406132639255,S5,381,-0.2513053298601652
13.0,32.0,29.0,5.0,2.0,0.0,0.0,0.0,2.0,3.0,9.0,2.0,0.0,0.1724137931034483,0.25,0.1724137931034483,0.4224137931034483,276.55882352941177,0.27586206896551724,0.23076923076923078,-4.0966685432656424,S5,382,-0.2795581228603369
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,0.0,-0.26291003934594337,S5,383,-0.02222510607627473
13.0,30.0,27.0,5.0,5.0,1.0,0.0,3.0,6.0,3.0,11.0,1.0,0.0,0.18518518518518517,0.26666666666666666,0.5555555555555556,0.8222222222222222,232.03225806451613,0.3,0.5769230769230769,-4.475564441383683,S5,386,-0.32557950838878014
12.0,35.0,31.0,12.0,6.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,0.0,0.3870967741935484,0.45714285714285713,0.6129032258064516,1.0700460829493088,207.60526315789474,0.42857142857142855,0.625,3.1898206283202533,S5,389,0.4612884878732115
6.0,13.0,13.0,5.0,2.0,2.0,0.0,2.0,7.0,0.0,3.0,0.0,0.0,0.38461538461538464,0.38461538461538464,1.0,1.3846153846153846,224.76923076923077,0.45454545454545453,0.8181818181818182,-1.775432322444996,S5,390,-0.12468656008634474
