G,IP,BF,H,R,BB,IBB,Auto BB,K,HR,ERA,WHIP,H/6,HR/6,BB/6,K/6,K/BB,BAA,OBPA,SLGA,OPSA,BABIP_A,HR%_A,K%_A,BB%_A,GB%_A,FB%_A,GB/FB_A,Avg Diff,RE24,WPA,AB_A,SF_A,SH_A,2B_A,3B_A,GB_outs_A,FB_outs_A,Season,Pitcher ID,Team,FIP,nIP,ERA+,GS,GF,CG,SHO,W,L,SV,HLD,W-L%,WAR
12.0,48.333333333333336,192.0,39.0,19.0,18.0,0.0,0.0,49.0,8.0,2.3586206896551722,1.1793103448275861,4.841379310344827,0.993103448275862,2.2344827586206897,6.082758620689655,2.7222222222222223,0.22413793103448276,0.296875,0.41379310344827586,0.7106681034482758,0.26495726495726496,0.041666666666666664,0.2552083333333333,0.09375,0.4186046511627907,0.5813953488372093,0.72,263.4591836734694,-9.991939744134111,2.9576,174.0,0.0,0.0,7.0,1.0,36.0,50.0,S3,337,SFG,2.3748146584703056,48.0,112,8.0,11.0,7.0,2.0,6,1,2,0,0.8571428571428571,2.0277505188023843
7.0,39.666666666666664,174.0,39.0,24.0,20.0,0.0,1.0,39.0,7.0,3.6302521008403366,1.4873949579831933,5.899159663865547,1.0588235294117647,3.0252100840336134,5.899159663865547,1.95,0.2582781456953642,0.3390804597701149,0.5364238410596026,0.8755043008297175,0.2962962962962963,0.040229885057471264,0.22413793103448276,0.11494252873563218,0.4794520547945205,0.5205479452054794,0.9210526315789473,246.10344827586206,0.40495232595954755,0.7359000000000002,151.0,3.0,0.0,11.0,5.0,35.0,38.0,S3,352,STL,2.97377148257926,40.0,82,7.0,7.0,7.0,1.0,2,4,0,0,0.3333333333333333,0.8916341357565523
8.0,27.333333333333332,108.0,16.0,11.0,12.0,0.0,0.0,40.0,4.0,2.4146341463414633,1.024390243902439,3.51219512195122,0.878048780487805,2.6341463414634148,8.78048780487805,3.3333333333333335,0.16842105263157894,0.25925925925925924,0.4,0.6592592592592592,0.23076923076923078,0.037037037037037035,0.37037037037037035,0.1111111111111111,0.46153846153846156,0.5384615384615384,0.8571428571428571,253.81981981981983,-4.040266900245681,0.3983,95.0,1.0,0.0,4.0,3.0,18.0,21.0,S3,372,TBD,1.4261182749547465,28.0,143,5.0,4.0,2.0,0.0,1,1,0,1,0.5,0.9825897462433655
7.0,29.0,112.0,20.0,10.0,8.0,3.0,1.0,40.0,2.0,2.0689655172413794,0.9655172413793104,4.137931034482759,0.41379310344827586,1.6551724137931034,8.275862068965518,5.0,0.1941747572815534,0.25,0.3300970873786408,0.5800970873786409,0.2903225806451613,0.017857142857142856,0.35714285714285715,0.07142857142857142,0.32558139534883723,0.6744186046511628,0.4827586206896552,249.03603603603602,-7.55875588502711,0.7148,103.0,1.0,0.0,6.0,1.0,14.0,29.0,S3,373,TBD,0.09895258950478847,29.0,145,6.0,4.0,3.0,1.0,2,3,0,0,0.4,1.3558669060629456
5.0,7.666666666666667,32.0,6.0,9.0,3.0,0.0,0.0,9.0,5.0,7.0434782608695645,1.1739130434782608,4.695652173913043,3.9130434782608696,2.3478260869565215,7.0434782608695645,3.0,0.20689655172413793,0.28125,0.7586206896551724,1.0398706896551724,0.06666666666666667,0.15625,0.28125,0.09375,0.35714285714285715,0.6428571428571429,0.5555555555555556,242.15625,4.691556550613045,-0.41159999999999997,29.0,0.0,0.0,1.0,0.0,5.0,9.0,S3,374,TBD,8.437783174212434,7.666666666666667,40,1.0,0.0,0.0,0.0,0,0,0,3,0.0,-0.29772956432980896
10.0,40.666666666666664,175.0,35.0,21.0,25.0,0.0,1.0,47.0,7.0,3.098360655737705,1.4754098360655739,5.163934426229509,1.0327868852459017,3.6885245901639347,6.9344262295081975,1.88,0.23809523809523808,0.34285714285714286,0.4421768707482993,0.7850340136054421,0.2916666666666667,0.04,0.26857142857142857,0.14285714285714285,0.5230769230769231,0.47692307692307695,1.096774193548387,254.819209039548,-3.535947795608877,0.7764,147.0,3.0,0.0,9.0,0.0,34.0,31.0,S3,375,STL/TBD,2.903927151404167,41.666666666666664,128,8.0,8.0,6.0,0.0,3,5,0,0,0.375,1.291081213248754
7.0,9.666666666666666,44.0,12.0,6.0,6.0,3.0,1.0,10.0,4.0,3.724137931034483,1.8620689655172415,7.448275862068966,2.4827586206896557,3.724137931034483,6.206896551724139,1.6666666666666667,0.3157894736842105,0.4090909090909091,0.8421052631578947,1.2511961722488039,0.3333333333333333,0.09090909090909091,0.22727272727272727,0.13636363636363635,0.4375,0.5625,0.7777777777777778,231.5121951219512,1.1817936763957193,-0.0010999999999999621,38.0,0.0,0.0,6.0,1.0,7.0,9.0,S3,376,TBD,6.305849141228927,9.666666666666666,67,1.0,5.0,0.0,0.0,3,2,1,0,0.6,0.11753150711623443
2.0,9.0,35.0,5.0,3.0,3.0,0.0,0.0,10.0,1.0,2.0,0.8888888888888888,3.3333333333333335,0.6666666666666666,2.0,6.666666666666667,3.3333333333333335,0.15625,0.22857142857142856,0.3125,0.5410714285714285,0.19047619047619047,0.02857142857142857,0.2857142857142857,0.08571428571428572,0.5882352941176471,0.4117647058823529,1.4285714285714286,278.94444444444446,-2.894752174187163,0.6436,32.0,0.0,0.0,2.0,0.0,10.0,7.0,S3,391,TOR,1.3556575703477005,9.0,162,1.0,2.0,1.0,0.0,1,1,0,0,0.5,0.47697250415628956
3.0,14.0,48.0,6.0,1.0,3.0,0.0,0.0,12.0,1.0,0.42857142857142855,0.6428571428571429,2.571428571428571,0.42857142857142855,1.2857142857142856,5.142857142857142,4.0,0.13333333333333333,0.1875,0.26666666666666666,0.45416666666666666,0.15625,0.020833333333333332,0.25,0.0625,0.4074074074074074,0.5925925925925926,0.6875,277.2083333333333,-6.818181818181818,1.1398,45.0,0.0,0.0,3.0,0.0,11.0,16.0,S3,392,TOR,0.9905782052683354,14.0,756,2.0,3.0,2.0,1.0,3,0,0,0,1.0,0.9389573179154251
4.0,5.666666666666667,24.0,8.0,2.0,1.0,0.0,0.0,2.0,0.0,2.1176470588235294,1.588235294117647,8.470588235294116,0.0,1.0588235294117645,2.117647058823529,2.0,0.34782608695652173,0.375,0.43478260869565216,0.8097826086956521,0.38095238095238093,0.0,0.08333333333333333,0.041666666666666664,0.5384615384615384,0.46153846153846156,1.1666666666666667,240.29166666666666,-1.1509730805013274,0.2107,23.0,0.0,0.0,2.0,0.0,7.0,6.0,S3,393,TOR,0.956964759890184,6.0,324,3.0,1.0,0.0,0.0,0,0,0,0,0.0,0.24366687609875443
7.0,29.666666666666668,141.0,40.0,25.0,15.0,0.0,3.0,15.0,1.0,5.056179775280898,1.8539325842696628,8.089887640449438,0.20224719101123595,3.033707865168539,3.033707865168539,1.0,0.3305785123966942,0.3900709219858156,0.5702479338842975,0.9603188558701131,0.35454545454545455,0.0070921985815602835,0.10638297872340426,0.10638297872340426,0.7538461538461538,0.24615384615384617,3.0625,236.1958041958042,8.471477259564052,-0.3836999999999999,121.0,5.0,0.0,12.0,7.0,49.0,16.0,S3,394,TOR,2.0772555728445794,30.666666666666668,68,6.0,5.0,4.0,0.0,1,4,0,0,0.2,-0.09180151367075293
6.0,28.0,122.0,28.0,14.0,12.0,0.0,0.0,16.0,3.0,3.0,1.4285714285714286,6.0,0.6428571428571428,2.571428571428571,3.4285714285714284,1.3333333333333333,0.25688073394495414,0.32786885245901637,0.46788990825688076,0.7957587607158971,0.27472527472527475,0.02459016393442623,0.13114754098360656,0.09836065573770492,0.2153846153846154,0.7846153846153846,0.27450980392156865,239.216,-2.6612696552699835,0.34130000000000027,109.0,1.0,0.0,10.0,2.0,14.0,51.0,S3,395,TOR,2.669149633839764,28.333333333333332,128,4.0,4.0,3.0,0.0,3,2,0,1,0.6,0.9196889364408252
1.0,1.6666666666666667,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,1.2,7.199999999999999,0.0,0.0,0.0,0.0,0.2857142857142857,0.25,0.5714285714285714,0.8214285714285714,0.25,0.0,0.0,0.0,0.4,0.6,0.6666666666666666,272.375,-0.9486854608805826,0.0,7.0,1.0,0.0,2.0,0.0,2.0,3.0,S3,396,TOR,1.1334353481254782,2.0,54,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.13772506877093216
5.0,28.666666666666668,126.0,32.0,12.0,13.0,1.0,0.0,18.0,6.0,2.511627906976744,1.569767441860465,6.697674418604651,1.255813953488372,2.7209302325581395,3.7674418604651163,1.3846153846153846,0.2909090909090909,0.35714285714285715,0.509090909090909,0.8662337662337662,0.29213483146067415,0.047619047619047616,0.14285714285714285,0.10317460317460317,0.5666666666666667,0.43333333333333335,1.3076923076923077,243.45669291338584,-4.720898361733168,1.1170000000000002,110.0,3.0,0.0,6.0,0.0,34.0,26.0,S3,412,TEX,3.959016743474315,29.333333333333332,177,5.0,4.0,4.0,0.0,3,2,0,0,0.6,1.1470800684285805
12.0,66.0,255.0,56.0,28.0,13.0,0.0,0.0,39.0,10.0,2.5454545454545454,1.0454545454545454,5.090909090909091,0.9090909090909092,1.1818181818181817,3.545454545454546,3.0,0.23236514522821577,0.27058823529411763,0.4605809128630705,0.7311691481571881,0.23834196891191708,0.0392156862745098,0.15294117647058825,0.050980392156862744,0.7534246575342466,0.2465753424657534,3.0555555555555554,260.04562737642584,-10.345974878618737,2.1810000000000005,241.0,1.0,0.0,21.0,2.0,110.0,36.0,S3,413,TEX,2.512223226913357,66.33333333333333,120,11.0,12.0,11.0,4.0,7,4,0,0,0.6363636363636364,2.400649148378479
